"(Intercept)";"pop";"scale(log(FGM1), scale = F)";"scale(mass1, scale = F)";"scale(quali_coh, scale = F)";"sex";"pop:scale(log(FGM1), scale = F)";"pop:scale(quali_coh, scale = F)";"pop:sex";"scale(log(FGM1), scale = F):scale(mass1, scale = F)";"scale(log(FGM1), scale = F):scale(quali_coh, scale = F)";"scale(log(FGM1), scale = F):sex";"scale(quali_coh, scale = F):sex";"pop:scale(log(FGM1), scale = F):scale(quali_coh, scale = F)";"pop:scale(log(FGM1), scale = F):sex";"pop:scale(quali_coh, scale = F):sex";"scale(log(FGM1), scale = F):scale(quali_coh, scale = F):sex";"pop:scale(log(FGM1), scale = F):scale(quali_coh, scale = F):sex";"df";"logLik";"AICc";"delta";"weight"
0.772626291414027;"+";-0.194565542658865;-0.148040348409244;-0.451475037240124;"+";NA;NA;"+";0.26517216304191;-0.384740109632734;NA;NA;NA;NA;NA;NA;NA;11;-184.4071162695;393.848715297621;7.7441343800586;0.00160006711612137
0.427430514022052;"+";-0.152654882939724;-0.171772266451152;-0.158945491897787;"+";NA;"+";"+";0.0705726686877629;NA;NA;NA;NA;NA;NA;NA;NA;11;-184.419266830256;393.873016419133;7.76843550157042;0.00158074304033557
0.358561210269147;"+";-0.315247484966636;-0.172830096988329;-0.107583606040694;"+";NA;"+";"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;11;-184.462459911436;393.959402581492;7.85482166392967;0.00151391942553656
0.300354591549711;"+";0.31033452276811;-0.163357741085468;-0.105810267329863;"+";"+";"+";"+";NA;-0.531800307454989;NA;NA;"+";NA;NA;NA;NA;13;-181.854659592588;393.991672126352;7.8870912087894;0.0014896886845395
0.362593497742916;"+";-0.204519655393139;-0.173690618018565;-0.1130318345768;"+";NA;"+";"+";NA;-0.0754597126009299;NA;NA;NA;NA;NA;NA;NA;11;-184.482208409791;393.998899578202;7.89431866063944;0.00148431507314721
0.703880347721897;"+";-0.204608226435776;-0.163576022287403;-0.367027612914991;"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-185.758576885382;394.017153770764;7.91257285320137;0.00147082922350587
-0.357158212854328;NA;-0.0276444050046408;NA;0.0758160682981807;NA;NA;NA;NA;NA;-0.186084471308842;NA;NA;NA;NA;NA;NA;NA;6;-190.562965538904;394.038974556069;7.93439363850587;0.00145486912295437
0.759572004439396;"+";-0.0634006857233625;-0.163282116227506;-0.411434638099728;"+";NA;NA;"+";0.0490389149115479;NA;NA;NA;NA;NA;NA;NA;NA;10;-185.779237458793;394.058474917587;7.95389400002387;0.00144075281612806
0.381686758077664;"+";-0.287192803024037;-0.176818928752758;-0.121981895727089;"+";"+";"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;11;-184.512072691884;394.058628142388;7.9540472248255;0.00144064244082395
0.458393851482605;"+";0.0441734856235769;NA;-0.407244056465911;"+";NA;NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;8;-188.234944470317;394.069888940635;7.96530802307228;0.00143255384127822
-0.398611206760183;NA;NA;NA;0.157487469114343;"+";NA;NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;6;-190.592393413395;394.09783030505;7.99324938748748;0.00141267924093838
0.370530090524447;"+";-0.233627893411815;-0.168132749553679;-0.273124245236524;"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;9;-187.039326772084;394.10112545428;7.99654453671707;0.00141035366278999
0.0603407717959302;"+";-0.186439196864432;-0.176710934884744;0.0697768315490729;"+";NA;"+";NA;0.0711326677241246;NA;NA;"+";NA;NA;NA;NA;NA;11;-184.565617246685;394.16571725199;8.06113633442749;0.00136553268612676
0.422460888235914;"+";0.0633447273995966;NA;-0.447898984014527;NA;"+";NA;NA;NA;-0.239380453923087;NA;NA;NA;NA;NA;NA;NA;8;-188.28440080083;394.168801601661;8.06422068409819;0.00136342841897234
0.410705803597872;"+";-0.103582471850818;-0.168547806411891;-0.304690845502395;"+";NA;NA;NA;0.0392720647209305;NA;NA;NA;NA;NA;NA;NA;NA;9;-187.07746579069;394.177403491493;8.07282257393013;0.00135757698082211
0.231578778271193;"+";-0.630033314432574;-0.17700020889817;-0.136903833326311;"+";"+";"+";NA;0.202613820279485;NA;NA;NA;NA;NA;NA;NA;NA;11;-184.587736375423;394.209955509466;8.10537459190306;0.00133565989089185
0.402156573250929;"+";-0.170427733552412;-0.174932477552911;-0.135347359906704;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;11;-184.595005999774;394.224494758168;8.11991384060531;0.00132598535295865
0.440748173081208;"+";-0.0535865879461177;NA;-0.461407823261441;"+";NA;NA;NA;NA;-0.166156439279295;NA;NA;NA;NA;NA;NA;NA;8;-188.321856271006;394.243712542012;8.13913162444959;0.00131330512206036
0.0449581951294114;"+";0.539636873324708;NA;-0.194069845587857;"+";"+";"+";NA;NA;-0.661969894752381;NA;NA;"+";NA;NA;NA;NA;11;-184.625057243643;394.284597245907;8.18001632834387;0.00128673062458408
0.000182050765503544;"+";-0.335016096242756;-0.177881972991333;0.112320953490279;"+";NA;"+";NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;11;-184.637363575799;394.309209910219;8.2046289926563;0.00127099272664152
0.0179648674743069;"+";-0.234792223771041;-0.178385918206971;0.0985813266720782;"+";NA;"+";NA;NA;-0.0715400874648945;NA;"+";NA;NA;NA;NA;NA;11;-184.643036795478;394.320556349576;8.21597543201381;0.00126380252078683
0.252192755571197;"+";-0.553255125942425;-0.215415215922614;NA;"+";"+";NA;"+";0.143521126422627;NA;NA;NA;NA;NA;NA;NA;NA;10;-185.917335864958;394.334671729916;8.23009081235335;0.0012549143958691
0.0625258132540272;"+";-0.449638811003589;-0.204014542584351;NA;"+";"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;9;-187.156506103303;394.335484116718;8.23090319915576;0.0012544047614345
0.217349215394743;"+";0.0541253316434083;NA;-0.246352042873743;NA;"+";"+";NA;NA;-0.205022264924484;NA;NA;NA;NA;NA;NA;NA;9;-187.158716428087;394.339904766287;8.23532384872442;0.00125163518146392
0.529243715674247;"+";-0.659241343059212;-0.16950324714958;-0.388435255677911;"+";"+";NA;NA;0.215143406373659;NA;NA;NA;NA;NA;NA;NA;NA;10;-185.928519041249;394.357038082498;8.25245716493509;0.00124095864719484
0.0282002965513601;"+";-0.315578554924814;-0.181569470647819;0.0961123192000566;"+";"+";"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;11;-184.667480849361;394.369444457343;8.26486353977998;0.00123328457458601
0.178940669347079;"+";-0.109698877277243;NA;-0.248239206260707;"+";NA;"+";NA;NA;-0.110539451727559;NA;NA;NA;NA;NA;NA;NA;9;-187.184173099853;394.390818109818;8.28623719225573;0.00122017485206849
-0.0870091032868399;"+";0.271046140498948;-0.168497957243427;0.132795094289223;"+";"+";"+";NA;NA;-0.521608808216786;NA;"+";"+";NA;NA;NA;NA;13;-182.064104471296;394.410561883769;8.30598096620662;0.00120818868422735
0.780753474484572;"+";0.000317592597899612;NA;-0.565842720750236;"+";NA;NA;"+";NA;-0.131742509265879;NA;NA;NA;NA;NA;NA;NA;9;-187.206612639593;394.435697189298;8.33111627173525;0.0011930996041341
1.27392554238785;"+";0.0873833349572861;NA;-0.886142865946909;"+";NA;NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;9;-187.229198487897;394.480868885907;8.37628796834417;0.00116645447159992
0.154872387843018;"+";-0.238888775470928;NA;-0.233770252970479;"+";NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;9;-187.236060292917;394.494592495947;8.39001157838453;0.00115847788663394
0.0229200811299795;"+";0.0589957511523666;NA;NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;7;-189.63394486304;394.498658956849;8.39407803928646;0.00115612482708487
0.495372924603915;"+";-0.245354631431079;-0.156885285627633;-0.236443562221597;"+";NA;"+";"+";0.251732742672579;-0.326122305548554;NA;NA;NA;NA;NA;NA;NA;12;-183.458094040402;394.544095057547;8.43951413998457;0.0011301560222479
0.851999259567811;"+";-0.577123029452476;-0.164045853993465;-0.487744049542945;"+";"+";NA;"+";0.210712910940318;NA;NA;NA;NA;NA;NA;NA;NA;11;-184.776545110028;394.587572978677;8.48299206111392;0.00110585272634556
0.19587985199706;"+";-0.174198312219858;NA;-0.261506603536787;"+";"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;-187.33965386554;394.701779641193;8.59719872362984;0.00104447399451076
-0.432428220264208;NA;-0.0747888230484059;-0.1823931467425;0.338114264443582;"+";NA;NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;8;-188.5639825413;394.727965082599;8.62338416503655;0.00103088812031976
0.831659823358511;"+";-0.109623657360731;NA;-0.600704674887362;"+";"+";NA;"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;9;-187.354754442227;394.731980794566;8.6273998770032;0.0010288203220545
0.316586995005648;"+";-0.166691576730553;-0.16748411748945;-0.158494987859832;"+";NA;NA;NA;NA;-0.135632349661111;NA;"+";NA;NA;NA;NA;NA;10;-186.117551791375;394.73510358275;8.63052266518741;0.00102721518153637
0.425874453222666;"+";0.575986610304643;NA;-0.33646299712825;"+";"+";"+";"+";NA;-0.623966759163831;NA;NA;"+";NA;NA;NA;NA;12;-183.554231969286;394.736370915317;8.63178999775448;0.00102656447609671
0.483845717005363;"+";-0.188490028671765;NA;-0.496874688860179;"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;-188.58025557542;394.76051115084;8.65593023327693;0.00101424820095358
0.825769844744441;"+";-0.0875842622192156;NA;-0.593637371004464;"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;9;-187.398150777524;394.81877346516;8.71419254759735;0.000985128186373017
0.343508845248943;"+";-0.324143416264703;-0.17301384836562;-0.171468028545737;"+";"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;10;-186.187070418524;394.874140837048;8.769559919485;0.000958230241999117
0.458843397941475;"+";-0.222520328357301;-0.150958314668523;-0.288059955230494;"+";NA;NA;NA;0.272650677163272;-0.404185345058682;NA;"+";NA;NA;NA;NA;NA;11;-184.927221341354;394.888925441328;8.78434452376564;0.000951172831922394
0.177198115998866;"+";-0.272607025432957;-0.161070457839354;-0.0426103500302712;"+";NA;"+";NA;0.251258489540094;-0.323659511310854;NA;"+";NA;NA;NA;NA;NA;12;-183.638819499199;394.905545975141;8.80096505757876;0.00094330108527488
-0.420556439106328;NA;-0.162996210509127;-0.178360536020341;0.252510922335027;"+";NA;NA;NA;NA;-0.172747834870942;NA;NA;NA;NA;NA;NA;NA;8;-188.653844429417;394.907688858835;8.80310794127234;0.000942290934273659
0.0523980444134667;"+";-0.271346157386871;-0.200821096435374;NA;"+";NA;NA;NA;0.0291286493147387;NA;"+";NA;NA;NA;NA;NA;NA;9;-187.458248597593;394.938969105299;8.83438818773595;0.000927668037970053
0.249069774967236;"+";-0.412246904709987;-0.208112876599629;NA;"+";"+";NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-186.263260451269;395.026520902538;8.92193998497578;0.000887934565223187
0.468432940611668;"+";-0.124372334792802;NA;-0.489821787796118;"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;8;-188.726379014511;395.052758029022;8.94817711145936;0.000876362211763275
0.502895857860996;"+";-0.188377671993787;NA;-0.355435556383241;"+";NA;"+";"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-186.303235250766;395.106470501532;9.00188958396967;0.000853139652202261
0.544701203318875;"+";-0.561491651887072;-0.171507773930729;-0.250655872796663;"+";"+";"+";"+";0.200796944853416;NA;NA;NA;NA;NA;NA;NA;NA;12;-183.759780180498;395.147467337741;9.04288642017832;0.000835829658764078
0.512891050188314;"+";-0.0521068733764208;NA;-0.36658019159433;"+";NA;"+";"+";NA;-0.0874975203410135;NA;NA;NA;NA;NA;NA;NA;10;-186.343673942641;395.187347885281;9.08276696771878;0.000819328056545415
0.0901867762597368;"+";-0.387915890256452;-0.172038157398723;-0.0418560889954292;"+";NA;"+";NA;0.0889167980012804;NA;"+";NA;NA;NA;NA;NA;NA;11;-185.07862092423;395.191724607081;9.08714368951786;0.000817537031481942
-0.362287115319389;NA;-0.0916340132059424;NA;NA;"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;6;-191.159732175292;395.232507828845;9.12792691128237;0.000801034958200031
-0.367002020445522;"+";-0.137585250020345;-0.157492192564637;0.355988433111872;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;12;-183.819803516986;395.267514010717;9.16293309315449;0.000787136359529221
0.337115201129871;"+";-0.211132441118977;-0.167988052202339;-0.172649145379322;"+";NA;NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;10;-186.413015172264;395.326030344529;9.2214494269661;0.000764439840881388
0.0174288337967822;"+";0.544001784056575;NA;-0.092724120949312;"+";"+";"+";NA;NA;-0.622228058031617;NA;"+";"+";NA;NA;NA;NA;12;-183.854797399776;395.337501776296;9.23292085873345;0.000760067781575089
0.381115017225887;"+";-0.0889888654451502;-0.167764827407553;-0.206738739252547;"+";NA;NA;NA;0.0447910681530561;NA;NA;"+";NA;NA;NA;NA;NA;10;-186.419805733584;395.339611467169;9.23503054960611;0.000759266450259038
-0.369933418662381;NA;0.0576169501513797;NA;0.0574247721590432;"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;-191.218667984605;395.350379447471;9.24579852990809;0.000755189552007086
0.539258579101504;"+";-0.103320744076589;NA;-0.383147877017388;"+";"+";"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;10;-186.438091167262;395.376182334525;9.27160141696226;0.000745509096845797
0.0683497120251992;"+";0.118799548784754;-0.160209951773428;-0.0665566362491213;"+";"+";"+";NA;0.152739093872266;-0.613342746664147;NA;NA;"+";NA;NA;NA;NA;13;-182.556903746589;395.396160434355;9.29157951679264;0.000738099239595695
-0.148487076288742;"+";-0.194520920494226;NA;NA;"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;-190.093515292539;395.417799815847;9.31321889828405;0.000730156281744587
0.680703990048982;"+";-0.00015628003740755;NA;-0.474657509770026;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;10;-186.46804633049;395.43609266098;9.33151174341782;0.000723508412308429
0.248839541588111;"+";-0.261908079314824;-0.205577788224789;NA;"+";NA;NA;"+";0.0311979608773732;NA;"+";NA;NA;NA;NA;NA;NA;10;-186.476296804492;395.452593608984;9.34801269142179;0.000717563682105062
0.18974471895175;"+";-0.589989317814303;-0.176402308431612;-0.0297504546596251;"+";"+";"+";NA;0.200255600529153;NA;NA;"+";NA;NA;NA;NA;NA;12;-183.926145859868;395.480198696481;9.37561777891824;0.000707727516202768
0.0482775818488884;"+";-0.335707404203565;-0.176338036171713;-0.00439125202399135;"+";NA;"+";NA;NA;-0.0784391325051991;"+";NA;NA;NA;NA;NA;NA;11;-185.22479878235;395.48408032332;9.3794994057572;0.000706355281198781
0.0564410170925195;"+";-0.442805593761713;-0.179257472851342;-0.00805241266406008;"+";"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;11;-185.255924400601;395.546331559823;9.44175064226033;0.000684708173789287
0.054604385774347;"+";-0.220753647510378;-0.176540639591209;-0.00751547444827639;"+";"+";"+";NA;NA;-0.116351154836047;NA;NA;NA;NA;NA;NA;NA;11;-185.266316348434;395.567115455488;9.46253453792559;0.00067762956613043
1.02605108249222;"+";-0.123625199138217;-0.160215957851203;-0.578325722804888;"+";NA;NA;"+";NA;-0.124117847091842;NA;"+";NA;NA;NA;NA;NA;11;-185.293091005519;395.620664769659;9.5160838520967;0.000659727003839075
0.504554118071852;"+";-0.360062416989217;-0.153198599780835;-0.37902281134751;"+";"+";NA;NA;0.293832243238924;-0.373360525514927;NA;NA;NA;NA;NA;NA;NA;11;-185.293094404958;395.620671568538;9.51609065097495;0.000659724761141099
0.120041120907903;"+";-0.21271731894722;NA;-0.128707941564469;"+";NA;"+";NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;10;-186.57309773611;395.646195472221;9.54161455465817;0.000651358881530838
-0.157565564801667;"+";-0.141361722954084;NA;NA;"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;7;-190.21370628534;395.658181801449;9.55360088388636;0.00064746685495842
0.48429094334616;"+";-0.290019978961339;-0.14954867538277;-0.367127184842847;"+";NA;NA;NA;0.287632696258204;-0.427226597087738;"+";NA;NA;NA;NA;NA;NA;11;-185.312403303946;395.659289366513;9.55470844895007;0.000647108398386845
0.418901375220922;"+";-0.0297873820580931;NA;-0.378127448612672;"+";NA;NA;NA;NA;-0.145207871212723;NA;"+";NA;NA;NA;NA;NA;9;-187.821120033562;395.664711977236;9.56013105967287;0.000645356266272841
0.0724616927379992;"+";-0.759707898661944;-0.2091210382415;NA;"+";"+";NA;NA;0.17571751832056;NA;"+";NA;NA;NA;NA;NA;NA;10;-186.586058164333;395.672116328666;9.56753541110322;0.000642971461183817
0.145922268870302;"+";-0.0854769612369934;NA;-0.149105004264858;"+";NA;"+";NA;NA;-0.0858207928469606;NA;"+";NA;NA;NA;NA;NA;10;-186.592442364451;395.684884728903;9.58030381134012;0.000638879677984299
-0.329294994064674;"+";0.0163639874337382;NA;0.194375052085943;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;11;-185.330113087536;395.694708933692;9.59012801612977;0.000635749130667233
0.499180556477124;"+";-0.622197239696927;-0.168446503393855;-0.296908518616568;"+";"+";NA;NA;0.213309751084448;NA;NA;"+";NA;NA;NA;NA;NA;11;-185.351075908283;395.736634575186;9.63205365762377;0.000622560751371307
1.05397452073012;"+";-0.262521563679216;-0.165021686813607;-0.593265916217049;"+";"+";NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;11;-185.362100903115;395.75868456485;9.65410364728774;0.000615734719927697
0.341772121994528;"+";-0.21239713897747;-0.16705555052995;-0.246199714382506;"+";NA;NA;NA;NA;-0.151029903971787;"+";NA;NA;NA;NA;NA;NA;10;-186.629602609503;395.759205219007;9.6546243014439;0.000615574448369604
0.342018307351926;"+";-0.179509552027812;-0.167219839765432;-0.245944038162361;"+";"+";NA;NA;NA;-0.161148371457215;NA;NA;NA;NA;NA;NA;NA;10;-186.633717644999;395.767435289997;9.66285437243442;0.00061304654244309
0.207986012617841;"+";-0.389204774029458;-0.158136932978374;-0.136197832441538;"+";NA;"+";NA;0.269517512178842;-0.34262682375646;"+";NA;NA;NA;NA;NA;NA;12;-184.075176499262;395.778259975268;9.67367905770493;0.000609737487451537
-0.356347685694701;NA;-0.11768432956012;-0.100995009684488;NA;"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;7;-190.276753832815;395.7842768964;9.67969597883706;0.000607905872816558
1.16249786811598;"+";-0.178077193636147;-0.143971600942477;-0.706405078536505;"+";NA;NA;"+";0.267364672083464;-0.386490871613829;NA;"+";NA;NA;NA;NA;NA;12;-184.118030710045;395.863968396834;9.75938747927171;0.000584159642149577
0.15812097933021;"+";-0.134651982062727;NA;-0.155471231338911;"+";"+";"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;10;-186.684832891313;395.869665782627;9.76508486506407;0.000582497918720362
0.233225504757573;"+";-0.372511156221107;-0.161739739785841;-0.150424874971636;"+";"+";"+";NA;0.272214336125526;-0.319651798491268;NA;NA;NA;NA;NA;NA;NA;12;-184.122213983205;395.872334943155;9.76775402559224;0.000581721047008302
-0.413479904564963;NA;-0.205593545161525;-0.179837110685026;0.23918907963105;"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;8;-189.142967500038;395.885935000077;9.78135408251416;0.000577778746401585
-0.409552129960996;NA;-0.213727046128181;-0.168947771196775;0.233357583218053;"+";NA;NA;NA;0.211909482848659;-0.381533793955669;NA;NA;NA;NA;NA;NA;NA;9;-187.934361006163;395.891193922438;9.78661300487533;0.000576261495267629
-0.349323227464611;NA;0.000490713727231523;-0.105598884092646;NA;"+";NA;NA;NA;0.0252876909495304;NA;NA;NA;NA;NA;NA;NA;NA;7;-190.34114763998;395.91306451073;9.80848359316695;0.000569994235927617
0.420651534416944;"+";-0.350788106039286;-0.166901008288698;-0.1581102609197;"+";NA;"+";"+";0.0962526906112875;NA;"+";NA;NA;NA;NA;NA;NA;12;-184.160836900425;395.949580777595;9.84499986003198;0.000559681636006932
1.10099313833952;"+";-0.209809469847684;-0.15895416585264;-0.626347429887715;"+";NA;NA;"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;11;-185.459875206151;395.954233170922;9.84965225335941;0.00055838121955112
0.369169847871888;"+";-0.417666141529301;-0.172209400783808;-0.264015267372757;"+";"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-186.734245926196;395.968491852391;9.86391093482877;0.000554414486474528
-0.0535386318823105;"+";0.194845372252506;-0.16721133433466;0.0221359400061325;"+";"+";"+";NA;NA;-0.536199293700097;"+";NA;"+";NA;NA;NA;NA;13;-182.859402916407;396.001158773991;9.89657785642794;0.00054543253207738
0.455391599058109;"+";-0.152364398171961;NA;-0.403696963313715;"+";"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;9;-188.000086418001;396.022644746114;9.91806382855151;0.000539604320240462
1.13502158573905;"+";-0.0458508805348172;-0.159263937167048;-0.657335564245227;"+";NA;NA;"+";0.0506420354087064;NA;NA;"+";NA;NA;NA;NA;NA;11;-185.517874009929;396.070230778479;9.96564986091681;0.000526917038788117
-0.408143155295508;NA;-0.0859789645292748;-0.182750507105196;0.239163824133668;"+";NA;NA;NA;7.1077256665844e-05;NA;NA;NA;NA;NA;NA;NA;NA;8;-189.239120407431;396.078240814862;9.97365989729957;0.000524810946746067
0.659674005644657;"+";-0.191688487857897;-0.163167100777996;-0.33932287530844;"+";NA;NA;"+";NA;-0.11249686139707;"+";NA;NA;NA;NA;NA;NA;11;-185.531287194632;396.097057147884;9.99247623032159;0.000519896591756182
0.665241104698491;"+";-0.172994458252752;-0.164916304380056;-0.342460121807753;"+";"+";NA;"+";NA;-0.103362944744226;NA;NA;NA;NA;NA;NA;NA;11;-185.547685713541;396.129854185704;10.0252732681409;0.000511440580190311
0.690105166030635;"+";-0.355754615920211;-0.167034829617829;-0.355672450977109;"+";"+";NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;11;-185.552231080279;396.138944919179;10.034364001616;0.000509121170466107
0.389062997505694;"+";0.177176722339472;-0.157200897137745;-0.178236823698251;"+";"+";"+";"+";0.130183317450572;-0.575936249126801;NA;NA;"+";NA;NA;NA;NA;14;-181.613815217634;396.227630435269;10.1230495177062;0.000487038553915557
0.761094010345403;"+";-0.229486200277998;-0.159323145718951;-0.414534836801733;"+";NA;NA;"+";0.0704113355892536;NA;"+";NA;NA;NA;NA;NA;NA;11;-185.596758628428;396.228000015477;10.1234190979145;0.000486948562325498
-0.441036796979534;NA;-0.14383584038494;-0.178634570596557;0.340231817279297;"+";NA;NA;NA;NA;-0.151614113161116;NA;"+";NA;NA;NA;NA;NA;9;-188.11457517475;396.251622259612;10.1470413420497;0.000481230985382736
0.439422574944426;"+";-0.0972789544424385;NA;-0.393590351207106;"+";NA;NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;9;-188.115235347055;396.252942604223;10.1483616866604;0.000480913394857481
1.20311103925432;"+";0.0177586066057409;NA;-0.837189604286253;"+";NA;NA;"+";NA;-0.131283082895282;NA;"+";NA;NA;NA;NA;NA;10;-186.884892893715;396.269785787431;10.1652048698681;0.000476880344835633
0.0509399827114458;"+";-0.370261261699275;-0.172173732811863;0.0699272425190259;"+";NA;"+";NA;0.0944569312092598;NA;"+";"+";NA;NA;NA;NA;NA;12;-184.347712211645;396.323331400034;10.2187504824715;0.000464282314542361
0.801183740541619;"+";-0.341405798448405;-0.151474141516707;-0.468898939072572;"+";"+";NA;"+";0.275026633351156;-0.304853564642245;NA;NA;NA;NA;NA;NA;NA;12;-184.349971044252;396.327849065247;10.2232681476845;0.000463234762079887
-0.384438048422358;NA;-0.0315463598132171;NA;0.0771917393648737;"+";NA;NA;NA;NA;-0.187737092310084;NA;NA;NA;NA;NA;NA;NA;7;-190.550003067815;396.3307753664;10.2261944488371;0.000462557475477764
0.221025689443724;"+";-0.816420498744236;-0.172385800899996;-0.134915897771873;"+";"+";"+";NA;0.226419644168043;NA;"+";NA;NA;NA;NA;NA;NA;12;-184.359047679748;396.34600233624;10.2414214186774;0.000459049173263095
-0.393806238212911;NA;0.0700918808614911;NA;0.156235272030446;"+";NA;NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;7;-190.560383027405;396.351535285579;10.2469543680159;0.000457780980373907
0.409933784317697;"+";-0.255792700665698;-0.164813411304907;-0.30819033613135;"+";NA;NA;NA;0.0586456857002357;NA;"+";NA;NA;NA;NA;NA;NA;10;-186.929720280374;396.359440560748;10.2548596431851;0.000455975109393265
0.772587131918633;"+";-0.263255807887018;-0.146818270609584;-0.451297555451933;"+";NA;NA;"+";0.26733091827563;-0.371696951020117;"+";NA;NA;NA;NA;NA;NA;12;-184.372287013468;396.37248100368;10.2679000861172;0.000453011722166138
0.0199762441665966;"+";-0.14359171111653;NA;NA;"+";"+";NA;"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;8;-189.389812918991;396.379625837983;10.2750449204201;0.000451396262585871
0.0220222675755969;"+";-0.126538905296639;NA;NA;"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;8;-189.415064270407;396.430128540814;10.3255476232511;0.000440140605283721
0.353307497440214;"+";-0.30439502297966;-0.172298458832292;-0.106652864611155;"+";NA;"+";"+";NA;-0.0528404674483158;"+";NA;NA;NA;NA;NA;NA;12;-184.413922584169;396.455752145082;10.3511712275191;0.000434537580004205
0.365143138920819;"+";-0.385640824045;-0.174350456289349;-0.111991656380786;"+";"+";"+";"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;12;-184.414681925925;396.457270828594;10.3526899110318;0.000434207742720464
0.444341322815794;"+";-0.151233650716141;-0.171548498374272;-0.170226922911576;"+";NA;"+";"+";0.0704978194370433;NA;NA;"+";NA;NA;NA;NA;NA;12;-184.418945824788;396.46579862632;10.3612177087576;0.000432360266345271
1.28562933113486;"+";-0.0944055033014626;NA;-0.888978432823526;"+";NA;NA;"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;10;-187.019382906235;396.538765812471;10.434184894908;0.000416870489782637
0.423087553145347;"+";-0.312443319888488;-0.171909859988007;-0.150470328884997;"+";NA;"+";"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;12;-184.457772695352;396.543452367448;10.4388714498855;0.00041589479016215
0.248863725092825;"+";-0.700271282918974;-0.212404123699196;NA;"+";"+";NA;"+";0.162238813576798;NA;"+";NA;NA;NA;NA;NA;NA;11;-185.769456021797;396.573394802215;10.468813884652;0.000409714715899367
0.422661609157896;"+";-0.200056812091287;-0.172853477165531;-0.153014779722122;"+";NA;"+";"+";NA;-0.0769846605251584;NA;"+";NA;NA;NA;NA;NA;12;-184.478120202936;396.584147382617;10.4795664650539;0.000407517881388547
0.527495899395735;"+";-0.812115179267762;-0.16586259659282;-0.390825178158607;"+";"+";NA;NA;0.23486392556991;NA;"+";NA;NA;NA;NA;NA;NA;11;-185.776546757449;396.587576273519;10.4829953559566;0.000406819812781733
