"(Intercept)";"pop";"scale(log(FGM1), scale = F)";"scale(mass1, scale = F)";"scale(quali_coh, scale = F)";"sex";"pop:scale(log(FGM1), scale = F)";"pop:scale(quali_coh, scale = F)";"pop:sex";"scale(log(FGM1), scale = F):scale(mass1, scale = F)";"scale(log(FGM1), scale = F):scale(quali_coh, scale = F)";"scale(log(FGM1), scale = F):sex";"scale(quali_coh, scale = F):sex";"pop:scale(log(FGM1), scale = F):scale(quali_coh, scale = F)";"pop:scale(log(FGM1), scale = F):sex";"pop:scale(quali_coh, scale = F):sex";"scale(log(FGM1), scale = F):scale(quali_coh, scale = F):sex";"pop:scale(log(FGM1), scale = F):scale(quali_coh, scale = F):sex";"df";"logLik";"AICc";"delta";"weight"
0.229094066378749;"+";0.0393338979621574;NA;-0.206853121710331;"+";"+";NA;"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;9;-121.466434884807;263.836095576066;14.3110276092343;0.000104359223612781
-0.156262159348473;"+";-1.26170122755127;-0.243391436793608;0.0601854893313935;"+";"+";NA;NA;-0.184305919196281;0.670803340973321;"+";NA;NA;NA;NA;NA;NA;12;-117.278991740772;263.846119074763;14.321051107932;0.00010383750978328
0.192437671976297;"+";0.204480425429636;NA;-0.187987999877903;"+";NA;NA;"+";NA;0.0555622018352695;NA;NA;NA;NA;NA;NA;NA;9;-121.475883693906;263.854993194264;14.3299252274328;0.000103377797188385
0.028984039788575;"+";0.301602257255246;NA;-0.161056643204681;"+";NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;9;-121.481753727443;263.866733261338;14.3416652945066;0.000102772743631629
0.311306112357684;"+";0.101903661774149;-0.183958324076855;-0.201499617142715;"+";NA;NA;"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;11;-118.751818416678;263.903636833357;14.3785688665256;0.000100893791281891
0.173928102732262;"+";0.165254139692803;NA;-0.175257141303056;"+";NA;"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;9;-121.517826881805;263.938879570061;14.41381160323;9.91314774136647e-05
0.313910920589239;"+";-0.882291230076876;-0.219884363192719;-0.146625084072886;"+";"+";NA;"+";NA;0.592340411631785;NA;"+";NA;NA;NA;NA;NA;12;-117.331522777281;263.951181147783;14.4261131809513;9.85236119690577e-05
-0.167949582591594;NA;0.347602786921394;NA;-0.0383735910626236;"+";NA;NA;NA;NA;0.0449007964150954;"+";"+";NA;NA;NA;NA;NA;9;-121.524209287336;263.951644381123;14.4265764142918;9.85007949006185e-05
-0.450401687511822;NA;-0.308793244445378;-0.233482175046159;0.185092542530078;"+";NA;NA;NA;-0.116194783759823;-0.320214515353949;"+";"+";NA;NA;NA;"+";NA;12;-117.369396538206;264.026928669633;14.501860702802;9.48619307524701e-05
-0.0593556413243605;"+";-0.154756232774557;-0.225800076755877;0.0120272385756818;"+";"+";"+";NA;NA;-0.0311012297689397;NA;NA;"+";NA;NA;NA;NA;12;-117.369498471061;264.027132535342;14.5020645685107;9.48522616979036e-05
0.37919234214891;"+";-0.230796521356084;-0.192640152073101;-0.225572883260921;"+";"+";NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;11;-118.817102167398;264.034204334796;14.5091363679643;9.45174658627472e-05
0.148676196876797;"+";0.0445004677046244;NA;-0.194915391992561;"+";"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;9;-121.594308944338;264.091843695127;14.5667757282959;9.18323802254221e-05
-0.0427765281738578;"+";-0.24725237951469;-0.2025662177256;NA;"+";"+";NA;"+";-0.0917540914971066;NA;"+";NA;NA;NA;NA;NA;NA;11;-118.852122845193;264.104245690385;14.5791777235538;9.12646897959751e-05
0.0131757106575065;"+";-0.197691280780674;-0.198135886811643;-0.0327428978830761;"+";"+";NA;"+";-0.0725239285277804;NA;NA;NA;NA;NA;NA;NA;NA;11;-118.852206253708;264.104412507417;14.5793445405853;9.12570778611121e-05
0.112298137908843;"+";0.208890757914143;NA;-0.175411634357638;"+";NA;NA;NA;NA;0.0554594874138911;NA;"+";NA;NA;NA;NA;NA;9;-121.60297093387;264.109167674191;14.58409970736;9.10403642782064e-05
0.0975890860718139;"+";0.0330830742012889;NA;-0.192355342989901;"+";"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;-121.624744163707;264.152714133866;14.6276461670342;8.90795456434684e-05
0.323147940813625;"+";0.0135093630799291;-0.190382280283496;-0.197569499629793;"+";NA;NA;"+";NA;0.0655290951280959;NA;"+";NA;NA;NA;NA;NA;11;-118.892213937544;264.184427875088;14.6593599082568;8.7678162949665e-05
0.0933942009015118;"+";0.199868296311456;NA;-0.19428383689143;"+";NA;"+";NA;NA;0.0541645339426765;NA;NA;NA;NA;NA;NA;NA;9;-121.642321696426;264.187869199304;14.6628012324731;8.75274281759625e-05
0.0884911541089657;"+";0.170305732191114;NA;-0.158258474816024;"+";NA;"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;9;-121.643020934455;264.189267675362;14.664199708531;8.74662470621798e-05
-0.175184801238974;"+";-0.209191865023615;-0.201055182859985;0.0334540743126536;"+";"+";"+";NA;-0.0803001381103384;NA;NA;NA;NA;NA;NA;NA;NA;11;-118.90388579164;264.207771583281;14.6827036164495;8.66607453495653e-05
-0.0284365438362654;"+";0.0325286149131543;-0.195778999207073;-0.0127213640458839;"+";NA;NA;"+";-0.0705796425748373;0.0627464388841578;NA;NA;NA;NA;NA;NA;NA;11;-118.918220837967;264.236441675935;14.7113737091035;8.54273212675769e-05
-0.0679506764685176;"+";-0.277999201153168;-0.20141333699313;-0.0367719507111281;"+";"+";NA;NA;-0.106328465505445;NA;"+";NA;NA;NA;NA;NA;NA;11;-118.931256967953;264.262513935906;14.7374459690747;8.43209069523159e-05
-0.104071984063227;"+";-0.0100022089544971;-0.197360741366083;0.0378733916763567;"+";NA;"+";"+";-0.0702221756797714;NA;NA;NA;NA;NA;NA;NA;NA;11;-118.941934840262;264.283869680524;14.7588017136931;8.34253290175403e-05
-0.0617029919877716;"+";-0.199667359347578;-0.198374587008337;-0.0272905432496913;"+";"+";NA;NA;-0.0788020075580604;NA;NA;"+";NA;NA;NA;NA;NA;11;-118.944504435728;264.289008871457;14.7639409046252;8.32112348558371e-05
0.289472415500233;"+";-0.030160542653224;-0.190795188385233;-0.174932315260856;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;11;-118.954889980255;264.30977996051;14.7847119936787;8.23515129386647e-05
-0.0674736412673779;"+";-0.794802432491079;-0.224145781261419;0.0566337077805556;"+";"+";NA;"+";-0.0637980911001048;0.557812030225062;NA;NA;NA;NA;NA;NA;NA;12;-117.524440055087;264.337015703395;14.8119477365634;8.12376619752479e-05
-0.111780790079944;"+";-0.0912119587774103;-0.201330581595008;-0.0161096837002343;"+";NA;NA;NA;-0.119767900542897;0.0741210050625282;"+";NA;NA;NA;NA;NA;NA;11;-118.970550450836;264.341100901673;14.8160329348416;8.10718953518513e-05
-0.00883414693100087;"+";-0.076038583246208;-0.197459696120804;-0.0290102076585874;"+";NA;NA;"+";-0.0922813339312028;NA;"+";NA;NA;NA;NA;NA;NA;11;-118.972058360114;264.344116720228;14.8190487533962;8.09497384126589e-05
0.0784869456303356;"+";-0.0691086235389087;-0.192139920591075;-0.0515225937425438;"+";"+";NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;11;-118.988718127957;264.377436255913;14.8523682890819;7.96123061525551e-05
-0.178138467831389;"+";0.0223951817779904;-0.197594220238578;0.0279302653346921;"+";NA;"+";NA;-0.0792119138700686;0.0546027033985514;NA;NA;NA;NA;NA;NA;NA;11;-119.000039019624;264.400078039247;14.8750100724158;7.87161063214338e-05
-0.102419980060669;"+";0.0306424950067132;-0.196089859120382;-0.00646241531510216;"+";NA;NA;NA;-0.0765794168845794;0.0623438234672088;NA;"+";NA;NA;NA;NA;NA;11;-119.010978704296;264.421957408592;14.8968894417607;7.78596700522672e-05
-0.192416563886899;"+";-0.122797836656986;-0.20205425272303;0.0362170649512661;"+";NA;"+";NA;-0.113703145649299;NA;"+";NA;NA;NA;NA;NA;NA;11;-119.011940070592;264.423880141185;14.8988121743532;7.77848543580495e-05
0.932445156964488;"+";NA;NA;-0.653525033407953;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;10;-120.42284166978;264.452240716609;14.9271727497773;7.66896264196112e-05
0.0168156132170323;"+";-0.173567685408658;-0.199008945010535;0.00072458820994085;"+";"+";"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;11;-119.034845572972;264.469691145945;14.9446231791133;7.60234036611689e-05
-0.177259439252835;"+";-0.0103387898475973;-0.197661193449561;0.0464128245817758;"+";NA;"+";NA;-0.0753866021874947;NA;NA;"+";NA;NA;NA;NA;NA;11;-119.03485996873;264.46971993746;14.9446519706289;7.60223092545421e-05
-0.0793579196551693;"+";-0.100169121931171;-0.198609817289205;-0.0253564057707283;"+";NA;NA;NA;-0.105450970111732;NA;"+";"+";NA;NA;NA;NA;NA;11;-119.053749691182;264.507499382365;14.9824314155333;7.45997471341851e-05
-0.0849926347321667;"+";-0.820638157967386;-0.223358536713555;0.012066439265043;"+";"+";"+";NA;-0.0739726794360553;0.578848988402469;NA;NA;NA;NA;NA;NA;NA;12;-117.611642852265;264.51142129775;14.9863533309188;7.44536035237153e-05
-0.145774831096354;"+";-0.795512306744136;-0.224298510625831;0.060552615104492;"+";"+";NA;NA;-0.0708401841177092;0.556102081019351;NA;"+";NA;NA;NA;NA;NA;12;-117.628413727384;264.544963047989;15.0198950811576;7.32153636424144e-05
0.0459961100241411;"+";0.143298460298992;-0.190211132134314;-0.036642509665425;"+";NA;NA;"+";NA;0.0557058698696985;"+";NA;NA;NA;NA;NA;NA;11;-119.075816870849;264.551633741698;15.0265657748662;7.29715718007852e-05
0.669188473982885;"+";0.045242799048488;-0.202550986763917;-0.418424679018554;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;12;-117.640897855222;264.569931303665;15.0448633368334;7.23070154478959e-05
-0.0285306841705193;"+";0.108458160492751;-0.191666821694389;0.0125729177536304;"+";NA;"+";"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;11;-119.090027647722;264.580055295444;15.0549873286124;7.19419224621008e-05
-0.107568459498039;"+";-0.0786369285764782;-0.194583390396231;0.00130293670000575;"+";"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;11;-119.111014281623;264.622028563246;15.0969605964145;7.04478364289357e-05
0.000413471925874505;"+";-0.0643427834869377;-0.192323988269188;-0.0411591693175794;"+";"+";NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;11;-119.117691378432;264.635382756864;15.1103147900331;6.99790163255083e-05
0.0114144150345459;"+";0.0582971775933712;-0.195475057354522;-0.00424587871119795;"+";NA;"+";"+";NA;0.0573697240396368;NA;NA;NA;NA;NA;NA;NA;11;-119.12354986855;264.6470997371;15.1220317702684;6.95702435148151e-05
-0.0705100758418745;"+";-0.165696600762935;-0.199565798994772;0.0241996116614523;"+";"+";"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;11;-119.155786781258;264.711573562516;15.1865055956849;6.73632776537842e-05
0.0945371146621138;"+";-0.794679777334973;-0.221669736659949;-0.017556914748465;"+";"+";"+";"+";NA;0.585482427804906;NA;NA;NA;NA;NA;NA;NA;12;-117.713118491692;264.714372576604;15.1893046097728;6.72690682109708e-05
0.0378515346539819;"+";-0.763984290929835;-0.221790775044383;0.0174695381916723;"+";"+";NA;"+";NA;0.564083852381124;"+";NA;NA;NA;NA;NA;NA;12;-117.72343617505;264.735007943319;15.209939976488;6.65785755333115e-05
0.0615408894095782;"+";-0.280136100120424;-0.186689771977705;-0.00724244363195633;NA;"+";"+";NA;-0.0214521469316015;0.128515955615842;NA;NA;"+";NA;NA;NA;NA;12;-117.734760718431;264.757657030083;15.2325890632516;6.5828856690475e-05
-0.423568492116281;NA;-0.0485788428357169;-0.193372736433128;0.146862001637033;"+";NA;NA;NA;-0.120668448037439;0.0850740622758825;"+";"+";NA;NA;NA;NA;NA;11;-119.201066426778;264.802132853556;15.2770648867251;6.43811173963954e-05
-0.0313915128459549;"+";0.147029934261252;-0.190520669146981;-0.0249126438575018;"+";NA;NA;NA;NA;0.0557235668615896;"+";"+";NA;NA;NA;NA;NA;11;-119.203194427859;264.806388855719;15.2813208888874;6.42442599769831e-05
-0.111403522972268;"+";0.111810407994617;-0.19218390113461;0.0303355764795666;"+";NA;"+";NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;11;-119.213523166499;264.827046332999;15.3019783661675;6.35841129186252e-05
0.042146031923151;"+";0.213694763119498;NA;-0.18762199807288;NA;"+";"+";NA;NA;-0.165050924183337;NA;NA;"+";NA;NA;NA;NA;10;-120.619704227903;264.845965832854;15.3208978660228;6.29854591328939e-05
-0.108162422007503;"+";0.139447631082333;-0.191525367272926;-0.00535894836161433;"+";NA;"+";NA;NA;0.0477125906992456;"+";NA;NA;NA;NA;NA;NA;11;-119.224234611166;264.848469222331;15.3234012555;6.29066698854183e-05
0.480223307427264;"+";-0.208070809077817;-0.235204885482141;-0.260631475189335;"+";NA;NA;"+";NA;-0.430503082728406;"+";"+";NA;NA;NA;"+";NA;13;-116.302281132118;264.880424333202;15.3553563663708;6.19095619655086e-05
-0.0755548234918123;"+";0.064247767692065;-0.196094905913893;0.0192158546810471;"+";NA;"+";NA;NA;0.0566343981377335;NA;"+";NA;NA;NA;NA;NA;11;-119.243611082658;264.887222165316;15.3621541984841;6.16994937656091e-05
-0.155322263351694;NA;0.182617785369224;NA;-0.0378175279400031;"+";NA;NA;NA;NA;-0.237671105550996;"+";"+";NA;NA;NA;"+";NA;10;-120.657593622258;264.921744621564;15.3966766547331;6.06436237513905e-05
0.0733229832833702;"+";-0.774109359910579;-0.255236432436492;-0.0220731922996383;"+";"+";NA;NA;NA;0.0328800507725494;"+";"+";NA;NA;NA;"+";NA;13;-116.356926655285;264.989715379536;15.4646474127042;5.86172556935287e-05
0.01158204450058;"+";-0.786624075331675;-0.221868049771717;-0.00552087970019649;"+";"+";"+";NA;NA;0.582562829511237;NA;"+";NA;NA;NA;NA;NA;12;-117.85722429917;265.002584191561;15.4775162247293;5.8241299296207e-05
-0.0420177447322811;"+";-0.755788056269285;-0.221922732787038;0.0284156074209234;"+";"+";NA;NA;NA;0.561952627760828;"+";"+";NA;NA;NA;NA;NA;12;-117.865784816095;265.019705225411;15.4946372585792;5.77448516239395e-05
0.00380972329263115;"+";-0.771323918985602;-0.220232480488513;-0.0298465250318648;"+";"+";"+";NA;NA;0.58041949933715;"+";NA;NA;NA;NA;NA;NA;12;-117.886357717414;265.060851028048;15.5357830612166;5.65690092069093e-05
0.164780427846025;"+";-0.384292946285452;NA;-0.148767760346195;"+";"+";NA;"+";NA;0.413887694747789;NA;NA;NA;NA;NA;NA;NA;10;-120.762110423708;265.130778224465;15.6057102576341;5.4625330106188e-05
-0.068744164878788;"+";-0.119116400910969;NA;NA;"+";"+";NA;"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;10;-120.811930982281;265.23041934161;15.705351374779;5.19705461524081e-05
0.423612766220406;"+";0.275375238178222;NA;-0.339445419592741;"+";NA;NA;"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;10;-120.851567196789;265.309691770627;15.7846238037957;4.99509200053567e-05
0.023278991559443;"+";-0.273248552391297;NA;-0.133617991740859;"+";"+";NA;NA;NA;0.380024344835608;"+";NA;NA;NA;NA;NA;NA;10;-120.852054704243;265.310666785535;15.785598818704;4.99265744943035e-05
0.176453831655026;"+";-0.422785279108123;NA;-0.222568238866442;"+";"+";"+";NA;NA;0.449136191195195;NA;NA;NA;NA;NA;NA;NA;10;-120.885506709177;265.377570795404;15.8525028285728;4.82840564065196e-05
0.0839818209342875;"+";-0.378295429740242;NA;-0.139728835535983;"+";"+";NA;NA;NA;0.412154157551741;NA;"+";NA;NA;NA;NA;NA;10;-120.898615137545;265.403787652139;15.878719685308;4.76552585912594e-05
0.0458301199091217;"+";-1.10694242056177;-0.259936178135522;-0.0177869846937353;"+";"+";NA;"+";-0.175274588715861;NA;"+";NA;NA;"+";NA;NA;NA;13;-116.718625611115;265.713113291196;16.1880453243647;4.08264503056988e-05
0.505331252113474;"+";-0.0384674497864521;NA;-0.373800023675553;"+";"+";NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;10;-121.114587707287;265.835732791624;16.3106648247923;3.83985774353205e-05
0.460235180456916;"+";0.143999602027372;NA;-0.350014626244299;"+";NA;NA;"+";NA;0.0538363005440503;NA;"+";NA;NA;NA;NA;NA;10;-121.143629501899;265.893816380847;16.3687484140157;3.72994513841018e-05
0.441160755749907;"+";-0.713874551733863;-0.232976344033927;-0.219112290892291;"+";"+";NA;"+";NA;NA;"+";"+";NA;"+";NA;NA;NA;13;-116.815241267338;265.906344603642;16.3812766368102;3.70665337382389e-05
0.0258471745543092;"+";-0.377635741216091;-0.248654167883036;-0.0506078211680721;"+";NA;NA;NA;-0.105405358029515;-0.378039706597719;"+";"+";NA;NA;NA;"+";NA;13;-116.816701454417;265.909264977799;16.3841970109678;3.70124491610283e-05
0.127748555114294;"+";-0.982302756549947;-0.246475343422836;-0.00823514165651206;"+";"+";NA;"+";NA;0.358798480069637;"+";NA;NA;"+";NA;NA;NA;13;-116.829379544294;265.934621157553;16.4095531907219;3.65461640518925e-05
0.53184674825812;"+";0.0999621860535934;NA;-0.395138826811035;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;10;-121.182970575015;265.972498527079;16.4474305602474;3.58605406670079e-05
0.27654845803132;"+";-0.287590678463804;-0.195183074389736;-0.201252504424791;"+";"+";NA;"+";-0.0962479181579008;NA;NA;"+";NA;NA;NA;NA;NA;12;-118.399669512992;266.087474619203;16.562406652372;3.38571261683724e-05
0.135337244821452;"+";0.16683823526678;NA;-0.159927621712705;"+";"+";NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-121.269148412114;266.144854201277;16.6197862344458;3.28995739594119e-05
0.222893730838898;"+";-0.928062258790932;-0.221882239804856;-0.126366987954358;"+";"+";NA;"+";-0.0905445374356268;0.584113485990908;NA;"+";NA;NA;NA;NA;NA;13;-116.951020025043;266.177902119052;16.6528341522205;3.23604095846609e-05
0.112265978088349;"+";0.318560125751819;NA;-0.148682070852045;"+";NA;NA;"+";NA;0.0387723344974061;"+";NA;NA;NA;NA;NA;NA;10;-121.314561754663;266.235680886376;16.7106129195446;3.14389121324165e-05
0.198210902934999;"+";-0.172080693097668;-0.238510995398473;-0.130931880384791;"+";NA;"+";NA;NA;-0.401609306076496;"+";"+";NA;NA;NA;"+";NA;13;-116.989084718868;266.254031506701;16.7289635398696;3.11517696873795e-05
0.783473566945082;"+";-0.360616129541263;-0.213401085294671;-0.474811108824453;"+";"+";"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;13;-116.996874194159;266.269610457284;16.7445424904529;3.09100563792106e-05
0.111480506129115;"+";0.297326664832697;NA;-0.148269809061965;"+";NA;"+";"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-121.337113633382;266.280784643813;16.7557166769821;3.0737840552333e-05
0.225742647974845;"+";-0.0401248516818644;-0.192730819401917;-0.175544828347807;"+";NA;NA;"+";-0.0937898685733724;0.0597385528668896;NA;"+";NA;NA;NA;NA;NA;12;-118.497888472151;266.283912537523;16.7588445706916;3.06898057749902e-05
0.0556166244095901;"+";0.170756192910668;NA;-0.153238010027343;"+";"+";NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;10;-121.394308991713;266.395175360475;16.8701073936432;2.90291102583679e-05
0.244282088771286;"+";-0.112089320037993;-0.192981197943675;-0.189534881549748;"+";NA;NA;"+";-0.104274041109904;NA;"+";"+";NA;NA;NA;NA;NA;12;-118.555736627155;266.39960884753;16.8745408806986;2.8964831437241e-05
0.238689689021253;"+";-0.0833048852856219;-0.192046063222721;-0.183780715091917;"+";NA;"+";"+";-0.0948358735847728;NA;NA;"+";NA;NA;NA;NA;NA;12;-118.558027194837;266.404189982895;16.8791220160636;2.88985614573336e-05
0.0356330514727274;"+";0.167671328953816;NA;-0.161168598508937;"+";"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-121.410948594454;266.428454565957;16.9033865991258;2.85500739355606e-05
0.340656539711844;"+";-0.101140816525969;-0.187158768131907;-0.213114033721135;"+";"+";NA;"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;12;-118.583954736938;266.456045067097;16.9309771002656;2.81589227295571e-05
0.0330340535780021;"+";0.322235475866877;NA;-0.141059440507324;"+";NA;NA;NA;NA;0.0382457079960988;"+";"+";NA;NA;NA;NA;NA;10;-121.440275091926;266.4871075609;16.9620395940691;2.77249582760533e-05
0.181769320023872;"+";0.0381487515777067;NA;-0.176356272771707;"+";"+";"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;10;-121.457309455137;266.521176287324;16.9961083204924;2.72566809926782e-05
0.0343804689965725;"+";0.322863638589332;NA;-0.164571405264736;"+";NA;"+";NA;NA;0.0385430890593883;"+";NA;NA;NA;NA;NA;NA;10;-121.460045077733;266.526647532516;17.0015795656843;2.71822188967969e-05
0.0310433310555822;"+";0.301254755269011;NA;-0.139875439881379;"+";NA;"+";NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;10;-121.462024570863;266.530606518776;17.0055385519445;2.71284651014171e-05
0.457615187272535;"+";-0.826355583811998;-0.25082126235776;-0.219250355782532;"+";"+";NA;"+";NA;0.00919229381864804;"+";"+";NA;NA;NA;"+";NA;14;-115.590264848537;266.548950749706;17.0238827828749;2.68807773339617e-05
0.17695863005065;"+";0.203823108076498;NA;-0.178029595695131;"+";NA;"+";"+";NA;0.0537439794337283;NA;NA;NA;NA;NA;NA;NA;10;-121.474887244392;266.556331865834;17.0312638990024;2.67817551004547e-05
0.295083617595761;"+";0.126665364385188;-0.185096009423929;-0.190633572919666;"+";NA;NA;"+";NA;0.0476736641455683;"+";"+";NA;NA;NA;NA;NA;12;-118.714642953317;266.717421499854;17.1923535330222;2.47092102522781e-05
-0.095091042510279;"+";-1.22789424395962;-0.2420888981605;0.0612933401482577;"+";"+";NA;"+";-0.170059741210187;0.663810634993012;"+";NA;NA;NA;NA;NA;NA;13;-117.223897875818;266.723657820601;17.1985898537701;2.46322829701296e-05
0.500343127200789;"+";-0.940670263972486;-0.217238884179534;-0.2660132814427;"+";"+";"+";"+";NA;0.644150357347285;NA;"+";NA;NA;NA;NA;NA;13;-117.237606073936;266.751074216838;17.2260062500067;2.42969225998453e-05
0.0964190350086984;"+";0.0438911001192687;NA;-0.159912835608562;"+";"+";"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;10;-121.583495344123;266.773548065294;17.2484800984629;2.40254281596014e-05
0.31429875618346;"+";0.102024004446262;-0.183871823106193;-0.203471168823475;"+";NA;"+";"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;12;-118.751794987642;266.791725568504;17.2666576016722;2.38080563265012e-05
-0.101123061239003;"+";-1.27536429974792;-0.242551657929889;0.025428059160083;"+";"+";"+";NA;-0.184081714871202;0.687865549067798;"+";NA;NA;NA;NA;NA;NA;13;-117.26520778322;266.806277635406;17.2812096685747;2.36354567937076e-05
0.218263533509942;"+";-0.675801417751494;-0.2370988473368;-0.0793513085019381;"+";"+";"+";"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;13;-117.265281326395;266.806424721755;17.2813567549238;2.36337186310988e-05
0.0917827213644421;"+";0.208241416868654;NA;-0.161665981395286;"+";NA;"+";NA;NA;0.0530774836249855;NA;"+";NA;NA;NA;NA;NA;10;-121.601270711528;266.809098800106;17.2840308332746;2.3602140538706e-05
0.885906404598727;"+";0.172887055890166;NA;-0.625776424906153;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;11;-120.211886586459;266.823773172918;17.2987052060864;2.34296009854726e-05
-0.158107639723405;"+";-1.26444224938456;-0.243443917069416;0.0588710212474098;"+";"+";NA;NA;-0.185313860993159;0.671365216844392;"+";"+";NA;NA;NA;NA;NA;13;-117.278749754188;266.833361577341;17.3082936105098;2.33175435681987e-05
0.301847738335365;"+";-0.804803920328989;-0.216678945100452;-0.144997234655296;"+";"+";NA;"+";NA;0.568608564366813;"+";"+";NA;NA;NA;NA;NA;13;-117.296617664809;266.869097398584;17.3440294317527;2.29046079186206e-05
-0.0338849960107786;"+";-0.167698965363493;-0.231447113407968;0.00380391692627739;"+";"+";"+";NA;NA;-0.103618517121849;"+";NA;"+";NA;NA;NA;NA;13;-117.298920523666;266.873703116297;17.3486351494658;2.28519225262144e-05
-0.000624754209949889;"+";-0.206258293490976;-0.225626010058512;0.0184046703892953;"+";"+";"+";"+";NA;0.0202760743293943;NA;NA;"+";NA;NA;NA;NA;13;-117.299395866184;266.874653801333;17.3495858345012;2.28410626171189e-05
-0.0962898451188878;"+";-0.202537435719567;-0.201107448164505;0.0401882754475606;"+";"+";"+";"+";-0.0705723084172315;NA;NA;NA;NA;NA;NA;NA;NA;12;-118.797911670142;266.883958933504;17.3588909666731;2.27350398939331e-05
0.303789531772613;"+";-0.229914254491609;-0.194519838390157;-0.176437660659049;"+";"+";"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;12;-118.802172663924;266.892480921068;17.3674129542364;2.26383721269558e-05
-0.0837230692095846;"+";-0.254457915438023;-0.225871884010478;0.0217022676179989;"+";"+";"+";NA;-0.0263151474063808;0.0544592301145752;NA;NA;"+";NA;NA;NA;NA;13;-117.34461276338;266.965087595726;17.4400196288948;2.18312626911216e-05
0.0111896907599043;"+";-0.247115435420586;-0.200213668629461;-0.0346722946760974;"+";"+";NA;"+";-0.0893004946508283;NA;"+";NA;NA;NA;NA;NA;NA;12;-118.843977914778;266.976091422776;17.4510234559446;2.17114787941421e-05
-0.0615962284109982;"+";-0.135935505974978;-0.225768908457287;0.00168865807243343;"+";"+";"+";NA;NA;-0.0525381802310622;NA;"+";"+";NA;NA;NA;NA;13;-117.363897515179;267.003657099324;17.4785891324931;2.14142857795706e-05
0.472445784141156;"+";-0.504208279483766;NA;-0.332837498746614;"+";"+";NA;"+";NA;0.442408916806593;NA;"+";NA;NA;NA;NA;NA;11;-120.317039915258;267.034079830517;17.5090118636853;2.10910102144224e-05
-0.184233690212588;"+";-0.30217974847166;-0.205257968913358;0.0379930295464659;"+";"+";"+";NA;-0.11105553960367;NA;"+";NA;NA;NA;NA;NA;NA;12;-118.874250384111;267.036636361443;17.5115683946113;2.10640675281066e-05
-0.0353254515133692;"+";-0.0602369398622689;-0.199976393587101;-0.0143515129781604;"+";NA;NA;"+";-0.102667471493125;0.0720983695455055;"+";NA;NA;NA;NA;NA;NA;12;-118.889231650353;267.066598893926;17.5415309270945;2.07508531563715e-05
0.300562453585696;"+";0.0135517634723038;-0.19090211218262;-0.182906590774897;"+";NA;"+";"+";NA;0.0634595045760043;NA;"+";NA;NA;NA;NA;NA;12;-118.890882142118;267.069899877457;17.5448319106255;2.07166322925052e-05
-0.169836476680385;"+";-0.202488685147714;-0.201346122208242;0.0481935213953273;"+";"+";"+";NA;-0.0758670770452097;NA;NA;"+";NA;NA;NA;NA;NA;12;-118.892013351363;267.072162295946;17.5470943291142;2.06932106964045e-05
-0.0999745540055351;"+";0.0289277238292567;-0.197544641773442;0.0346887774354455;"+";NA;"+";"+";-0.0694382736482147;0.054379204478178;NA;NA;NA;NA;NA;NA;NA;12;-118.894768771631;267.077673136483;17.5526051696515;2.06362706870825e-05
