"(Intercept)";"pop";"scale(log(mean_fgm), scale = F)";"scale(mass1, scale = F)";"scale(quali_coh, scale = F)";"sex";"pop:scale(log(mean_fgm), scale = F)";"pop:scale(quali_coh, scale = F)";"pop:sex";"scale(log(mean_fgm), scale = F):scale(mass1, scale = F)";"scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F)";"scale(log(mean_fgm), scale = F):sex";"scale(quali_coh, scale = F):sex";"pop:scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F)";"pop:scale(log(mean_fgm), scale = F):sex";"pop:scale(quali_coh, scale = F):sex";"scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F):sex";"pop:scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F):sex";"df";"logLik";"AICc";"delta";"weight"
0.0922950186095396;"+";-5.00449185860751;-0.446137826080369;0.101030768955331;"+";"+";"+";"+";NA;1.13910437653521;"+";"+";NA;"+";NA;NA;NA;15;-83.7442283037862;210.821789940906;17.9789654879802;1.04964469956513e-05
0.324527433853747;"+";-4.21806870376565;-0.445367067945108;-0.0383567775519837;"+";"+";"+";"+";NA;0.726986671563174;"+";"+";NA;NA;NA;"+";NA;15;-83.7605297877482;210.85439290883;18.0115684559043;1.0326726440172e-05
-0.314734812925866;"+";-4.26387258135178;-0.390587860301884;0.275085483635214;"+";"+";"+";"+";-0.00480228638047244;1.51510388117585;"+";NA;NA;NA;NA;NA;NA;14;-85.7840874809133;210.919526313178;18.0767018602525;9.99583626110555e-06
-0.110414375120385;"+";-4.99554195749428;-0.449179513603525;0.243431504886511;"+";"+";"+";"+";0.0966839406614654;1.12016184495759;"+";NA;NA;"+";NA;NA;NA;15;-83.8465171705775;211.026367674488;18.1835432215628;9.47586416673232e-06
-0.392671592981515;"+";-4.29081132586599;-0.394449796525444;0.300069954119444;"+";"+";"+";NA;-0.0167776368905493;1.52183267730617;"+";"+";NA;NA;NA;NA;NA;14;-85.8436498771972;211.038651105746;18.1958266528203;9.41784445634324e-06
0.0178795864500689;"+";-4.13523404815906;-0.451185794975646;0.155335030047634;"+";"+";"+";NA;0.197600178195182;0.631914920173982;"+";"+";NA;NA;NA;"+";NA;15;-83.8873671266654;211.108067586664;18.2652431337386;9.09657524200324e-06
0.0101509525159251;"+";-3.80329308359641;-0.372103876970043;0.104528546863363;"+";"+";"+";"+";0.121677897589466;1.36969513175474;NA;"+";NA;NA;NA;NA;NA;14;-85.8792245982338;211.109800547819;18.2669760948934;9.08869665005144e-06
0.388312370251244;"+";-1.60133054621918;-0.352743535542926;-0.133061042776627;"+";"+";"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;13;-87.7730615230654;211.125070414552;18.2822459616262;9.01956928395611e-06
-0.335170964004729;"+";-9.18835722547635;-0.463615816307588;0.402969934389175;"+";"+";"+";"+";0.232069865622919;3.77638249825229;"+";NA;"+";"+";NA;NA;NA;16;-81.8375164419091;211.217890026675;18.3750655737498;8.61053777336003e-06
-0.0151566209202765;"+";-1.96403371495473;NA;-0.0308388847267586;"+";"+";"+";"+";NA;0.821120413828821;NA;NA;NA;NA;NA;NA;NA;11;-91.3483870705384;211.296774141077;18.4539496881513;8.27753085864577e-06
0.372092949589309;"+";-1.77047309503669;NA;-0.21613963962729;"+";"+";NA;"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;11;-91.4338899859691;211.467779971938;18.6249555190128;7.59919106656003e-06
-0.0945495344832147;"+";-1.96351077466665;NA;-0.0357732961948975;"+";"+";"+";NA;NA;0.81841787926125;NA;"+";NA;NA;NA;NA;NA;11;-91.501508000395;211.60301600079;18.7601915478646;7.10233631656786e-06
0.0144585597901953;"+";-3.47323755408739;-0.376662259639539;0.0715004244628621;"+";"+";"+";"+";NA;1.25723877845027;NA;"+";NA;NA;"+";NA;NA;14;-86.1435436614764;211.638438674304;18.7956142213787;6.9776518697694e-06
-0.713241242692378;"+";-9.3905741832407;-0.479806876851496;0.572473799406391;"+";"+";"+";"+";NA;3.88659869591873;"+";"+";"+";"+";NA;NA;NA;16;-82.1323934692743;211.807644081406;18.9648196284802;6.41160576091159e-06
-0.435287782907317;"+";-8.49919197626569;-0.479752221737601;0.406394987049967;"+";"+";"+";"+";NA;3.41889466501318;"+";"+";"+";NA;NA;"+";NA;16;-82.1654560489491;211.873769240755;19.0309447878298;6.20308760321367e-06
-0.797311706643418;"+";-8.36890441088239;-0.404256547308216;0.58789802191284;"+";"+";"+";"+";0.147739420149789;4.21632328259891;NA;"+";"+";NA;NA;NA;NA;15;-84.3658416277083;212.06501658875;19.2221921358243;5.63740297823194e-06
-0.672315651337886;"+";-8.10238012229515;-0.401319054743955;0.514635288451666;"+";"+";"+";NA;0.110545110372536;4.02608023280013;"+";"+";"+";NA;NA;NA;NA;15;-84.380828658764;212.094990650861;19.2521661979359;5.55354500535858e-06
0.621432483011582;"+";-0.812769707094792;-0.380119239501434;-0.201920227442849;"+";NA;NA;"+";0.200455257168392;-0.903446488065721;"+";"+";NA;NA;NA;"+";NA;14;-86.3733743140813;212.098099979514;19.2552755265885;5.5449178149845e-06
-0.841495903660378;"+";-8.2258253185318;-0.412652826555713;0.586051507251276;"+";"+";"+";"+";NA;4.05406050788973;"+";"+";"+";NA;NA;NA;NA;15;-84.4372979414171;212.207929216167;19.365104763242;5.24863047622706e-06
-0.513982855035481;"+";-7.71225517213442;-0.396524674220222;0.410257117354637;"+";"+";"+";"+";0.0929079543526955;3.78518439310134;"+";NA;"+";NA;NA;NA;NA;15;-84.473778228326;212.280889789985;19.4380653370598;5.06060931479419e-06
0.72548374766648;"+";-0.360306756330463;NA;-0.463114662471903;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;11;-91.8549496966516;212.309899393303;19.4670749403777;4.98773596479684e-06
0.506515347956984;"+";-0.831949563710607;NA;-0.321107976713893;"+";"+";"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;11;-91.9008373052199;212.40167461044;19.5588501575142;4.76403254905968e-06
0.603993255440785;"+";-0.784507687976285;NA;-0.380616600084058;"+";"+";NA;"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;11;-91.9106830825419;212.421366165084;19.5785417121583;4.71735710051967e-06
0.235751847682014;"+";-0.579782785811682;NA;-0.211648890600056;"+";NA;NA;NA;NA;-0.253940707955875;"+";"+";NA;NA;NA;"+";NA;11;-91.9251824065186;212.450364813037;19.6075403601117;4.64945208961917e-06
0.0557763442893103;"+";-1.43457368301475;-0.332007198755359;0.0467061043933333;"+";"+";"+";"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;13;-88.4377468864721;212.454441141365;19.6116166884397;4.63998539360533e-06
0.0361701837149786;"+";-1.48825829849675;-0.330938171282354;0.0614046085112306;"+";"+";"+";"+";0.0073137946902185;NA;NA;"+";NA;NA;NA;NA;NA;13;-88.4455950987965;212.470137566014;19.6273131130886;4.60371232859644e-06
0.621011026193181;"+";-1.03306859741056;-0.386304488336255;-0.252299559010315;"+";NA;"+";"+";NA;-0.706029739055775;"+";"+";NA;NA;NA;"+";NA;14;-86.5759938428849;212.503339037121;19.6605145841957;4.52791817762584e-06
0.314901203684792;"+";-1.3139120338331;-0.32198742544259;-0.0967463582033165;"+";"+";NA;"+";0.092200850033173;NA;"+";"+";NA;NA;NA;NA;NA;13;-88.4682794526544;212.51550627373;19.6726818208044;4.50045567212034e-06
0.539200668410207;"+";-0.37666066282952;NA;-0.360901553284063;"+";NA;"+";"+";NA;0.0947252609911222;NA;"+";NA;NA;NA;NA;NA;11;-91.9605426256206;212.521085251241;19.6782607983158;4.48791919493764e-06
0.509823385988339;"+";-0.383172794506612;NA;-0.343063780643824;"+";NA;NA;"+";NA;0.0915908904784522;"+";"+";NA;NA;NA;NA;NA;11;-91.9614895312226;212.522979062445;19.6801546095197;4.48367157047774e-06
-0.142786131475217;"+";-1.40783117546896;-0.334022019690098;0.175034039347542;"+";"+";"+";"+";0.0858407772508347;NA;"+";NA;NA;NA;NA;NA;NA;13;-88.510268105886;212.599483580193;19.7566591272675;4.31539990836781e-06
0.533412211967648;"+";-0.432803843140656;NA;-0.349980343242729;"+";NA;"+";"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;11;-92.0081124731444;212.616224946289;19.7734004933632;4.27942782898954e-06
-0.227209285084808;"+";-5.56347736050384;NA;0.0948656643010771;"+";"+";"+";"+";NA;3.05701752988909;NA;NA;"+";NA;NA;NA;NA;12;-90.3523659573448;212.70473191469;19.861907461764;4.09417745582774e-06
-0.23509617518378;"+";-1.41984981316556;-0.338312194807189;0.202937923789779;"+";"+";"+";NA;0.0721505155403575;NA;"+";"+";NA;NA;NA;NA;NA;13;-88.5904454010397;212.7598381705;19.9170137175749;3.98290998336989e-06
-0.267052056917687;"+";-5.60109305676283;NA;0.0321822304564388;"+";"+";"+";NA;NA;2.87943282472214;"+";NA;"+";NA;NA;NA;NA;12;-90.4081370962836;212.816274192567;19.9734497396416;3.87209108324248e-06
0.420472460128043;"+";-0.598053574068823;-0.318575135358701;-0.192214714835729;"+";NA;"+";"+";NA;-0.118764173279528;NA;"+";NA;NA;"+";NA;NA;13;-88.6218445665452;212.822636501511;19.9798120485859;3.85979293490239e-06
0.380556155618016;"+";-0.630331922552373;-0.312670696066535;-0.18019960951024;"+";NA;"+";"+";NA;NA;"+";"+";NA;NA;"+";NA;NA;13;-88.6369299284699;212.852807225361;20.0099827724354;3.80200354437521e-06
-0.784685694966381;"+";-7.81143537816416;-0.408110513548539;0.542041749122731;"+";"+";"+";"+";NA;3.9868671060759;NA;"+";"+";NA;"+";NA;NA;15;-84.7661563422341;212.865646017802;20.022821564876;3.77767514754714e-06
0.391830854589938;"+";-0.526446939217449;-0.309824990593361;-0.186956634576903;"+";NA;"+";"+";0.0248806488351214;NA;NA;"+";NA;NA;"+";NA;NA;13;-88.6717914221235;212.922530212668;20.0797057597426;3.67174373967158e-06
-0.369130875654872;"+";-5.72825094674139;NA;0.152114567819632;"+";"+";"+";NA;NA;3.16888270974567;NA;"+";"+";NA;NA;NA;NA;12;-90.4712063024163;212.942412604833;20.0995881519071;3.63542304986411e-06
0.141942903491592;"+";-3.19893555868632;NA;-0.0866851152165479;"+";"+";NA;"+";NA;0.958040530674648;"+";NA;NA;"+";NA;NA;NA;12;-90.5138730286369;213.027746057274;20.1849216043482;3.48357393758794e-06
0.0772851530003523;"+";-0.82698113609934;NA;-0.0750894168717787;"+";"+";"+";"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;11;-92.2209512915296;213.041902583059;20.1990781301337;3.45900334658856e-06
0.32471036269798;"+";-2.83932115688201;NA;-0.210850768007063;"+";"+";NA;"+";NA;1.10638446397368;"+";"+";NA;NA;NA;NA;NA;12;-90.5554513768613;213.110902753723;20.268078300797;3.34170251492264e-06
0.180225546176818;"+";-0.84267671341943;-0.392820789991787;-0.00327442801122006;"+";NA;"+";NA;0.171172944581512;-0.819417244408101;"+";"+";NA;NA;NA;"+";NA;14;-86.9237335537579;213.198818458867;20.3559940059417;3.19799023057435e-06
0.0714247508787118;"+";-0.37290646614306;NA;-0.0960246058261976;"+";NA;"+";"+";NA;0.0890278734360608;"+";NA;NA;NA;NA;NA;NA;11;-92.3008761051644;213.201752210329;20.3589277574032;3.1933026152331e-06
-0.0123755624881339;"+";-0.831172976251849;NA;-0.0621371767242397;"+";"+";"+";NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;11;-92.353326603202;213.306653206404;20.4638287534786;3.0301289785207e-06
0.0699310759463081;"+";-2.85497718058495;NA;-0.092343681632326;"+";"+";NA;NA;NA;0.804180416393385;"+";"+";NA;NA;NA;"+";NA;12;-90.7180336676826;213.436067335365;20.5932428824397;2.84026716889569e-06
-0.0183482883427657;"+";-0.377778727571934;NA;-0.0838457006139674;"+";NA;"+";NA;NA;0.0890654610598754;"+";"+";NA;NA;NA;NA;NA;11;-92.4323715119747;213.464743023949;20.6219185710239;2.79983441242063e-06
0.109606618274075;"+";-0.612342992227681;-0.308247899873612;-0.0409255803572147;"+";NA;"+";"+";-0.0329088609636855;0.0377276678394788;NA;"+";NA;NA;NA;NA;NA;13;-88.9542428192314;213.487433006884;20.6446085539583;2.76824981715137e-06
0.162823821905455;"+";-0.665353546880229;-0.30908899914574;-0.0789402240355333;"+";NA;NA;"+";-0.0593154341186157;0.0660077362392487;"+";"+";NA;NA;NA;NA;NA;13;-88.9553523060649;213.489651980551;20.6468275276253;2.76518018360125e-06
0.0933157219334968;"+";-0.672319359198992;-0.310410559778922;-0.02657567572507;"+";NA;"+";"+";-0.0425973396104402;NA;"+";"+";NA;NA;NA;NA;NA;13;-88.9612448908264;213.501437150074;20.6586126971482;2.74893403789295e-06
0.35473714399964;"+";-3.2860896834793;-0.419244574130126;-0.0098564395625919;"+";"+";"+";"+";0.176469213420654;NA;"+";"+";NA;"+";NA;NA;NA;15;-85.0843502680336;213.502033869401;20.6592094164751;2.74811398919937e-06
0.118591566618207;"+";-0.587488022912901;-0.305209504937497;-0.0403609031154703;"+";NA;"+";"+";NA;0.027399694966742;"+";"+";NA;NA;NA;NA;NA;13;-88.9695071686109;213.517961705643;20.6751372527173;2.72631515169442e-06
0.537413755524652;"+";-2.2479112385452;NA;-0.343894453306173;"+";"+";"+";"+";NA;0.926665162860771;NA;"+";NA;NA;NA;NA;NA;12;-90.7722456552173;213.544491310435;20.701666857509;2.69038991727335e-06
0.33428653303987;"+";-3.30722459495115;-0.428398210776311;-0.0383271854256032;"+";"+";"+";"+";NA;NA;"+";"+";NA;"+";"+";NA;NA;15;-85.1803295920377;213.693992517409;20.8511680644832;2.49661429069594e-06
0.0177015536660132;"+";-2.90168155288897;NA;-0.0335044517369996;"+";"+";"+";"+";NA;1.13671303650799;"+";NA;NA;NA;NA;NA;NA;12;-90.8529254575101;213.70585091502;20.8630264620946;2.48185516635508e-06
-0.210554549598331;"+";-0.668247981822757;-0.318608695410965;0.13306224247647;"+";NA;"+";"+";-0.0553921419338124;0.0511404712938844;"+";NA;NA;NA;NA;NA;NA;13;-89.0857092019766;213.750365772374;20.9075413194487;2.42722566337431e-06
0.728577794551351;"+";-1.8379941911855;NA;-0.424025413553544;"+";"+";NA;"+";NA;NA;"+";"+";NA;"+";NA;NA;NA;12;-90.8996694489972;213.799338897994;20.956514445069;2.36851301874946e-06
-0.280280694660026;"+";-0.692835520613221;-0.322655841374479;0.147108495026473;"+";NA;"+";NA;-0.0704408527553455;0.058100541528923;"+";"+";NA;NA;NA;NA;NA;13;-89.1421552131224;213.863257794666;21.0204333417403;2.29401347257724e-06
-0.0742700519181587;"+";-2.91048844420492;NA;-0.0182769562131406;"+";"+";"+";NA;NA;1.13729756068808;"+";"+";NA;NA;NA;NA;NA;12;-90.9916252270835;213.983250454167;21.1404260012415;2.16042845733447e-06
-0.180694906895209;"+";-9.19996635196321;-0.477404273845207;0.367268247266153;"+";"+";"+";"+";0.438392632783784;3.74760628710663;"+";"+";"+";NA;NA;"+";NA;17;-81.0396455462018;214.079291092404;21.2364666394781;2.05913551700593e-06
0.507252303301329;"+";-1.81457314828401;-0.348965125231064;-0.162719047138667;"+";"+";"+";"+";0.148588570184907;NA;NA;"+";NA;NA;"+";NA;NA;14;-87.482493152195;214.316337655741;21.4735132028158;1.82898827926878e-06
0.55962779701211;"+";-3.98584550240263;-0.438640497112611;-0.11715026657526;"+";"+";"+";"+";0.235323795442012;0.522498971354097;"+";"+";NA;NA;NA;"+";NA;16;-83.4271998332928;214.397256809443;21.5544323565171;1.75646520678608e-06
0.740864061447252;"+";-0.618648228615775;NA;-0.446083190249601;"+";NA;NA;"+";NA;-0.335040785002197;"+";"+";NA;NA;NA;"+";NA;12;-91.2169005895189;214.433801179038;21.5909767261123;1.72466219007811e-06
0.218065936655371;"+";-4.26954832399636;-0.442190230061741;0.0733284711117128;"+";"+";NA;"+";0.184001668794757;0.653633408590808;"+";"+";NA;"+";NA;"+";NA;16;-83.498017997947;214.538893138751;21.6960686858255;1.63637792926484e-06
0.389394737979714;"+";-1.85173042292949;-0.35653370361973;-0.124378219152277;"+";"+";"+";"+";NA;NA;"+";"+";NA;NA;"+";NA;NA;14;-87.6236156777315;214.598582706814;21.7557582538887;1.58826215717001e-06
-0.0166710597652657;"+";-4.14230341622738;-0.386102975555667;0.106878835348056;"+";"+";"+";"+";NA;1.41044388452998;"+";"+";NA;NA;"+";NA;NA;15;-85.6590690396136;214.651471412561;21.808646959635;1.54681206811049e-06
0.192271493200053;"+";-4.36467896977697;-0.449694581315018;0.0385516315063208;"+";"+";"+";"+";NA;0.802415567291215;"+";"+";NA;NA;"+";"+";NA;16;-83.5886921751437;214.720241493144;21.877417040219;1.49452890341901e-06
-0.124932635324689;"+";-4.22076112032953;-0.384272515203446;0.162772367023968;"+";"+";"+";"+";-0.00849565370493978;1.50688854097255;"+";"+";NA;NA;NA;NA;NA;15;-85.7089661577421;214.751265648817;21.908441195892;1.47152453877053e-06
0.211687597476771;"+";-1.82076692026794;NA;-0.119451109486565;"+";"+";"+";"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;12;-91.3770070777395;214.754014155479;21.9111897025534;1.46950368017574e-06
0.218662956071111;"+";-4.64688122321258;-0.448826242559976;0.0284187012641735;"+";"+";"+";"+";NA;0.914228394506688;"+";"+";NA;"+";NA;"+";NA;16;-83.6519669598502;214.846791062557;22.003966609632;1.40289261370126e-06
0.162848885321805;"+";-4.93749842303836;-0.441467555030327;0.0816274672327552;"+";"+";"+";"+";0.0952446581540631;1.09849698389543;"+";"+";NA;"+";NA;NA;NA;16;-83.6831061668893;214.909069476636;22.0662450237102;1.35988080247516e-06
0.14130438905182;"+";-3.70133062511401;-0.372809523490967;0.0398421545020821;"+";"+";"+";"+";0.149399929930792;1.2602034895596;NA;"+";NA;NA;"+";NA;NA;15;-85.8251545965591;214.983642526452;22.140818073526;1.31010924355144e-06
0.0373875484524686;"+";-5.07314580295591;-0.446267575050824;0.13246770815054;"+";"+";"+";"+";NA;1.18804193589904;"+";"+";NA;"+";"+";NA;NA;16;-83.7246190999912;214.992095342839;22.1492708899139;1.30458387157298e-06
0.752084827761248;"+";-0.861880149409382;NA;-0.463126931344864;"+";"+";"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;12;-91.6532175251427;215.306435050285;22.4636105973598;1.11484375365679e-06
-0.638044490905197;"+";-9.85784598016338;-0.473175193308617;0.587030160353017;"+";"+";"+";"+";0.252392202390782;4.18005391724955;"+";"+";"+";"+";NA;NA;NA;17;-81.7120663141351;215.42413262827;22.5813081753447;1.05112968348693e-06
-0.648496699604854;"+";-8.94598460475474;-0.488450643619575;0.530925167187807;"+";"+";"+";"+";NA;3.67446017412032;"+";"+";"+";NA;"+";"+";NA;17;-81.8058886357892;215.611777271578;22.7689528186529;9.56995253986437e-07
0.73311311036464;"+";-0.448830713085132;NA;-0.464320729122133;"+";NA;"+";"+";NA;NA;"+";"+";NA;NA;"+";NA;NA;12;-91.8234971276162;215.646994255232;22.8041698023069;9.4029150637314e-07
0.718735555521171;"+";-0.351664519979589;NA;-0.460417994172795;"+";NA;"+";"+";NA;0.0162671327441253;NA;"+";NA;NA;"+";NA;NA;12;-91.8538488402121;215.707697680424;22.8648732274986;9.12180810686822e-07
-0.192045227279739;"+";-5.81278615570086;NA;0.0832685760219968;"+";"+";"+";"+";NA;3.02367170344157;"+";NA;"+";NA;NA;NA;NA;13;-90.1036965196057;215.786340407632;22.9435159547069;8.7700865759348e-07
0.513461240661082;"+";-0.812655848402369;NA;-0.325827370495028;"+";"+";"+";"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;12;-91.8996697384312;215.799339476862;22.9565150239368;8.7132699355322e-07
0.459704428504038;"+";-3.13858058379089;NA;-0.270688250992596;"+";"+";NA;"+";NA;0.884596586526318;"+";"+";NA;"+";NA;NA;NA;13;-90.1201573672008;215.819262102823;22.976437649897;8.62690519388218e-07
0.175101889076408;"+";-0.58249881065889;NA;-0.173569657562993;"+";NA;"+";NA;NA;-0.26108612750753;"+";"+";NA;NA;NA;"+";NA;12;-91.9177322788024;215.835464557605;22.9926401046793;8.55729900170699e-07
0.506765077265005;"+";-2.73496599058401;NA;-0.298929569570479;"+";"+";NA;"+";NA;0.673607132860076;"+";"+";NA;NA;NA;"+";NA;13;-90.1350686624006;215.849084693222;23.0062602402967;8.49922119659742e-07
0.537441814950828;"+";-0.38113205706895;NA;-0.359761719418134;"+";NA;"+";"+";NA;0.0955454687372407;"+";"+";NA;NA;NA;NA;NA;12;-91.9604598957284;215.920919791457;23.0780953385313;8.19936724666152e-07
-0.338493329664803;"+";-6.04577414643797;NA;0.151401853438561;"+";"+";"+";NA;NA;3.16432363429634;"+";"+";"+";NA;NA;NA;NA;13;-90.1847281951132;215.948403758647;23.1055793057219;8.08746233521907e-07
0.827170525420399;"+";-0.799293207913027;-0.379358861623348;-0.321004591720803;"+";NA;"+";"+";0.214611011645035;-0.90284097593292;"+";"+";NA;NA;NA;"+";NA;15;-86.3250870183977;215.983507370129;23.1406829172032;7.94675124656203e-07
-0.573230426975612;"+";-9.00637066260616;-0.482887383460784;0.491808916193141;"+";"+";"+";"+";NA;3.64843694179206;"+";"+";"+";"+";NA;"+";NA;17;-82.0341493487441;216.068298697488;23.2254742445627;7.61688530289835e-07
0.0573982296157965;"+";-5.05030872334124;NA;-0.0688985573963683;"+";"+";"+";"+";NA;2.70847816172626;NA;"+";"+";NA;NA;NA;NA;13;-90.2580303309256;216.095008030272;23.2521835773468;7.5158405519504e-07
-0.836164807717796;"+";-9.63309683706116;-0.4808028753394;0.643663373006377;"+";"+";"+";"+";NA;4.04938114568389;"+";"+";"+";"+";"+";NA;NA;17;-82.0496964735667;216.099392947133;23.2565684942079;7.49938043462453e-07
0.0962696637020429;"+";-1.39291186642801;-0.327077909375537;0.0366552626958034;"+";"+";"+";"+";0.0778112397634788;NA;"+";"+";NA;NA;NA;NA;NA;14;-88.4026177489657;216.156586849283;23.3137623963572;7.28795843943072e-07
-0.677206489663347;"+";-8.26910957083767;-0.404989704177945;0.528668835936259;"+";"+";"+";"+";0.17431058647286;4.11057600758497;NA;"+";"+";NA;"+";NA;NA;16;-84.3138818804345;216.170620903726;23.3277964508007;7.2369976424237e-07
-0.815141787097734;"+";-8.37504894352777;-0.406513439688657;0.592809652036941;"+";"+";"+";"+";0.114187225915503;4.1889476752017;"+";"+";"+";NA;NA;NA;NA;16;-84.3551057579829;216.253068658823;23.4102442058975;6.94472620823213e-07
-0.777284748795151;"+";-8.14853147790886;-0.413850898936729;0.551693325619113;"+";"+";"+";"+";NA;3.97550208835742;"+";"+";"+";NA;"+";NA;NA;16;-84.4189234724979;216.380704087853;23.5378796349274;6.51537545382873e-07
0.605755437697867;"+";-1.03190963679799;-0.3864977126826;-0.243993550463749;"+";NA;"+";"+";NA;-0.705073731550059;"+";"+";NA;NA;"+";"+";NA;15;-86.573714712052;216.480762757437;23.6379383045119;6.19743504021567e-07
0.430062133193552;"+";-0.703814371849177;-0.319484356875354;-0.192319054347041;"+";NA;"+";"+";NA;-0.124816762621691;"+";"+";NA;NA;"+";NA;NA;14;-88.571461838749;216.494275028849;23.6514505759238;6.15570545216513e-07
0.478511034053033;"+";-0.601868342998639;-0.315635454134839;-0.211176815653961;"+";NA;"+";"+";0.0546111337047337;-0.156230738906533;NA;"+";NA;NA;"+";NA;NA;14;-88.5818034185455;216.514958188442;23.6721337355169;6.09237377227155e-07
0.108282338226518;"+";-3.19385283755035;NA;-0.0664792980810655;"+";"+";"+";"+";NA;0.948054069233199;"+";NA;NA;"+";NA;NA;NA;13;-90.5111854492814;216.601318266984;23.7584938140583;5.83490362263949e-07
0.35740368021292;"+";-0.685386817803432;-0.31599180588446;-0.170728722923628;"+";NA;"+";"+";-0.0336919314163236;NA;"+";"+";NA;NA;"+";NA;NA;14;-88.6291158222397;216.609582995831;23.7667585429053;5.8108414256195e-07
0.427987709331592;"+";-2.84755635190481;NA;-0.272548461117564;"+";"+";"+";"+";NA;1.12828077978681;"+";"+";NA;NA;NA;NA;NA;13;-90.5404757467297;216.65989886188;23.8170744089549;5.66647624522545e-07
0.0576075578101969;"+";-2.85349112108386;NA;-0.0846799545725853;"+";"+";"+";NA;NA;0.801645822989205;"+";"+";NA;NA;NA;"+";NA;13;-90.7177104222281;217.014368212877;24.1715437599518;4.74614531301123e-07
0.47466847583373;"+";-2.33612762118726;NA;-0.308267594926022;"+";"+";"+";"+";NA;0.989317778841938;NA;"+";NA;NA;"+";NA;NA;13;-90.7603872337972;217.099721836015;24.2568973830898;4.5478562312784e-07
0.0835569183628465;"+";-0.67578156929956;-0.310396677954152;-0.0305104494279606;"+";NA;"+";"+";-0.0628829899475399;0.0558376592682976;"+";"+";NA;NA;NA;NA;NA;14;-88.9467120288413;217.244775409034;24.4019509561084;4.22969200124608e-07
0.507837067231005;"+";-3.29622257572287;-0.42085511128642;-0.0922044156110028;"+";"+";"+";"+";0.205698803197473;NA;"+";"+";NA;"+";"+";NA;NA;16;-84.9158900430913;217.37463722904;24.5318127761143;3.96378060260534e-07
0.710691797296862;"+";-1.84210627712905;NA;-0.413428573345463;"+";"+";"+";"+";NA;NA;"+";"+";NA;"+";NA;NA;NA;13;-90.8992425289096;217.37743242624;24.5346079733148;3.95824469777091e-07
0.873086747293656;"+";-0.613307602481534;NA;-0.524444137989883;"+";NA;"+";"+";NA;-0.325086660568863;"+";"+";NA;NA;NA;"+";NA;13;-91.1948567469477;217.968660862317;25.125836409391;2.9452286401749e-07
0.514954300683747;"+";-1.79827616744358;-0.348238704734943;-0.165710267505904;"+";"+";"+";"+";0.158424904198512;NA;"+";"+";NA;NA;"+";NA;NA;15;-87.4815206364821;218.296374606298;25.453550153372;2.50009711927896e-07
-0.369087613691386;"+";-9.50709806716005;-0.483915388116505;0.470246354730474;"+";"+";"+";"+";0.410591290648951;3.92536950790323;"+";"+";"+";NA;"+";"+";NA;18;-80.8190949164933;218.365462560259;25.5226381073338;2.41520845910744e-07
0.430436438217001;"+";-4.12488450496083;-0.442606823634556;-0.0477121894286451;"+";"+";"+";"+";0.212468874563269;0.601504902404323;"+";"+";NA;NA;"+";"+";NA;17;-83.3219849222474;218.643969844495;25.8011453915693;2.10124906282555e-07
-0.120620387946305;"+";-6.32941702185841;NA;0.0586450139871475;"+";"+";"+";"+";NA;2.93383801248538;"+";NA;"+";"+";NA;NA;NA;14;-89.6508586579884;218.653068667328;25.8102442144026;2.09171132833931e-07
0.761079538980505;"+";-1.03546815283541;NA;-0.463279653896078;"+";"+";"+";"+";NA;NA;"+";"+";NA;NA;"+";NA;NA;13;-91.5891115238163;218.757170416054;25.9143459631282;1.98562092532586e-07
-0.105419380959724;"+";-9.0403382113258;-0.475813941689734;0.327679914545356;"+";"+";"+";"+";0.465041148024452;3.67580434168117;"+";"+";"+";"+";NA;"+";NA;18;-81.0222896717116;218.771852070696;25.9290276177704;1.97109819463341e-07
0.508258678352249;"+";-4.13845194931234;-0.440323222358056;-0.089899734404301;"+";"+";"+";"+";0.217591867341305;0.597067182673331;"+";"+";NA;"+";NA;"+";NA;17;-83.4183027738815;218.836605547763;25.9937810948376;1.90830250889648e-07
0.0022713810719847;"+";-4.11772579007471;-0.384856570065438;0.0999162948319679;"+";"+";"+";"+";0.0193574825811168;1.39845105720463;"+";"+";NA;NA;"+";NA;NA;16;-85.6568632930988;218.856583729055;26.0137592761293;1.88933519299036e-07
-0.212943083748136;"+";-6.1924929648499;NA;0.0884832940917938;"+";"+";"+";NA;NA;2.90880071797327;"+";"+";"+";NA;NA;"+";NA;14;-89.7883065519564;218.927964455264;26.0851400023386;1.82309326460711e-07
