"(Intercept)";"pop";"scale(log(mean_fgm), scale = F)";"scale(mass1, scale = F)";"scale(quali_coh, scale = F)";"sex";"pop:scale(log(mean_fgm), scale = F)";"pop:scale(quali_coh, scale = F)";"pop:sex";"scale(log(mean_fgm), scale = F):scale(mass1, scale = F)";"scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F)";"scale(log(mean_fgm), scale = F):sex";"scale(quali_coh, scale = F):sex";"pop:scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F)";"pop:scale(log(mean_fgm), scale = F):sex";"pop:scale(quali_coh, scale = F):sex";"scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F):sex";"pop:scale(log(mean_fgm), scale = F):scale(quali_coh, scale = F):sex";"df";"logLik";"AICc";"delta";"weight"
-0.222939961460117;"+";-0.433831009238459;NA;NA;"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;7;-92.7190409855568;201.983536516568;9.14071206364258;0.000871454391887409
-0.310484536371803;NA;-0.361695605252499;NA;0.0328353312239664;"+";NA;NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;7;-92.7419672186086;202.029388982672;9.18656452974625;0.000851702508688592
-0.455483132672496;"+";-7.01719015985798;-0.278282777656782;0.358339292587001;NA;"+";"+";NA;NA;3.63532496952945;NA;NA;"+";NA;NA;NA;NA;11;-86.7272218939571;202.054443787914;9.21161933498874;0.000841099441560579
-0.673213618331785;"+";-7.30738194337545;-0.407678560544154;0.403679409202492;"+";"+";"+";NA;NA;3.64661714481599;NA;NA;"+";NA;NA;NA;NA;12;-85.0343364605423;202.068672921085;9.22584846815911;0.000835136620175408
-0.317809103028024;NA;-0.402767097703486;NA;0.00735142946363558;"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;7;-92.774971940267;202.095398425988;9.25257397306297;0.000824051127557846
0.166345877566506;"+";NA;NA;-0.194270939410011;"+";NA;NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;7;-92.8260179248315;202.197490395117;9.35466594219196;0.000783042201263895
-0.00112742990163414;"+";NA;NA;-0.139892954968688;"+";NA;"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;-92.8413761754197;202.228206896294;9.38538244336843;0.000771107922322114
-0.118973367943994;"+";NA;-0.275749152863167;0.0751027142151149;"+";NA;"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;9;-90.0339196973927;202.3535536805;9.5107292275741;0.000724263262650182
-0.227356435849235;"+";NA;-0.28074172511574;0.124890763005671;"+";NA;"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;9;-90.0649302728879;202.41557483149;9.57275037856448;0.000702148116012411
-0.104631457584344;"+";-1.95446192987372;NA;-0.0738153283693788;NA;"+";NA;NA;NA;0.800850021156718;NA;NA;NA;NA;NA;NA;NA;8;-91.5462985893392;202.441434387981;9.59860993505518;0.000693127936701247
0.207375697593483;"+";NA;-0.269033090272555;-0.117330429880586;"+";NA;NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;9;-90.1434633756444;202.572641037003;9.72981658407753;0.000649115891749561
-0.0320755049640957;"+";-1.19664717185671;-0.213497215976419;0.12687287586567;NA;"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;-90.1538213229934;202.593356931701;9.7505324787756;0.000642427084477943
-0.248687983742381;"+";-1.45150952363233;-0.343528111399301;0.16742012422256;"+";"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;-88.6641156592605;202.694084977058;9.85126052413199;0.000610873133698381
0.11916011436507;"+";-1.39229115165022;-0.330925580259287;NA;"+";"+";NA;"+";0.0299254430351558;NA;NA;NA;NA;NA;NA;NA;NA;10;-88.6983288457168;202.76251134997;9.91968689704461;0.000590326700908365
0.06587477794664;"+";-1.35525102887549;-0.335658320516389;0.0236741469064359;"+";"+";NA;"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;10;-88.7137292990501;202.793312256637;9.95048780371124;0.000581305049170608
0.104648079496001;"+";-1.34288989168675;-0.333708679048792;NA;"+";"+";NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-88.716289946281;202.798433551099;9.95560909817314;0.00057981843616415
0.341817478809346;"+";-3.25036052006292;-0.418551497811833;NA;"+";"+";NA;"+";0.198817018350493;NA;"+";NA;NA;"+";NA;NA;NA;12;-85.4000592574331;202.800118514866;9.95729406194059;0.000579330155348585
0.236171691076117;"+";-1.17050368052646;-0.206776607615533;-0.0326031513067128;NA;"+";NA;NA;0.0313236253322969;NA;NA;NA;NA;NA;NA;NA;NA;9;-90.2604274949175;202.806569275549;9.96374482262368;0.00057746460542557
0.0321305191461246;"+";-1.32942270289592;-0.334619693179964;NA;"+";"+";NA;NA;0.0678711319449807;NA;"+";NA;NA;NA;NA;NA;NA;10;-88.771660937337;202.909175533211;10.0663510802852;0.000548585980090108
0.00308185525161581;"+";-1.3570086224466;-0.338670643469465;0.0322680939233049;"+";"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;10;-88.7820693161185;202.929992290774;10.0871678378481;0.000542905701939089
0.0124607080459217;"+";-1.39412710649771;-0.337478776580914;0.00855389689569117;"+";"+";NA;NA;0.0148802820322316;NA;NA;NA;NA;NA;NA;NA;NA;10;-88.7970955654103;202.960044789357;10.1172203364317;0.000534808850520965
-0.00492560811159285;"+";-1.35621661838059;-0.339583658748058;0.0165356139570306;"+";"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-88.8003548278056;202.966563314148;10.1237388612223;0.000533068605643659
-0.0391397640328532;"+";-0.477556256474729;-0.202540676055886;0.0764221833620846;NA;NA;"+";NA;NA;0.0774797904763597;NA;NA;NA;NA;NA;NA;NA;9;-90.4332811239753;203.152276533665;10.3094520807393;0.000485798302416359
0.0661340798029695;"+";-0.473843031653024;-0.201327962827883;0.0123397258949678;NA;NA;NA;NA;0.00318124022425764;0.0976826149872952;NA;NA;NA;NA;NA;NA;NA;9;-90.4566376294647;203.198989544644;10.3561650917182;0.000474583233941729
-0.0250630336002995;"+";-0.545879414467155;-0.202026925032006;0.0812994383065267;NA;NA;"+";NA;0.00448857803690933;NA;NA;NA;NA;NA;NA;NA;NA;9;-90.4672970618019;203.220308409318;10.3774839563925;0.000469551312429902
0.134336137308492;"+";-3.28002102617483;-0.434529779234942;0.0795919741194614;"+";"+";NA;"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;12;-85.6281179718283;203.256235943657;10.4134114907311;0.000461191711739836
0.208302510294283;"+";-0.661838198135607;-0.304899970814161;-0.0887500938798921;"+";NA;NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;10;-88.9971801485413;203.360213955619;10.5173895026937;0.000437827418559679
-0.154490468799959;"+";-5.07198658753538;-0.454081915941082;0.246874108281027;"+";"+";NA;"+";NA;1.17032493552216;"+";NA;NA;"+";NA;NA;NA;13;-83.911152178522;203.401251725465;10.5584272725396;0.000428935229032655
-0.281816386169464;"+";-4.26381245740948;-0.390233486075599;0.255751495054819;"+";"+";NA;"+";NA;1.52229254462035;"+";NA;NA;NA;NA;NA;NA;12;-85.7865391883035;203.573078376607;10.7302539236815;0.000393622607263708
-0.179684791289795;"+";-0.57935896866624;-0.315200050272508;0.126598120646147;"+";NA;"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;10;-89.1093478180933;203.584549294723;10.7417248417977;0.000391371462760021
-0.0541936374707108;"+";-0.557667972537613;-0.313574704917621;0.043785422508163;"+";NA;NA;"+";NA;0.045406151639403;NA;NA;NA;NA;NA;NA;NA;10;-89.1450065296495;203.655866717836;10.8130422649101;0.000377661552229089
-0.0280394953293768;"+";-0.598005226007168;-0.315208775383148;0.0343856405239049;"+";NA;NA;"+";-0.00345851470312451;NA;NA;NA;NA;NA;NA;NA;NA;10;-89.1584603741528;203.682774406842;10.8399499539167;0.000372614579153462
-0.0221560094795683;"+";-0.606838262762152;-0.314549748730084;0.0321553892791835;"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-89.1585068539424;203.682867366421;10.8400429134958;0.000372597260508727
0.0283007451995299;"+";-0.630281649739371;-0.313413089887838;NA;"+";NA;NA;"+";-0.016318069410152;NA;"+";NA;NA;NA;NA;NA;NA;10;-89.1613918304554;203.688637319447;10.8458128665219;0.000371523875253445
-0.345308760995883;"+";-4.27935095893536;-0.393269986874023;0.27330402832551;"+";"+";NA;NA;NA;1.52741099121764;"+";"+";NA;NA;NA;NA;NA;12;-85.8491895279568;203.698379055914;10.855554602988;0.000369718631532967
-0.252655418520287;"+";-0.57591465689603;-0.318477952760313;0.142849105803623;"+";NA;"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;10;-89.1781799179405;203.722213494418;10.8793890414921;0.000365338763300086
-0.245414061322571;"+";-0.589984301915531;-0.32124060257666;0.110709704033477;"+";NA;"+";NA;-0.0173704115323595;NA;NA;NA;NA;NA;NA;NA;NA;10;-89.2071836516323;203.780220961801;10.9373965088757;0.000354894764707437
-0.368727001883137;"+";-4.30862953060263;-0.396361735218742;0.249968762011541;"+";"+";NA;NA;-0.0383667515157297;1.5327803458003;"+";NA;NA;NA;NA;NA;NA;12;-85.8927658022785;203.785531604557;10.9427071516316;0.000353953655079006
-0.232892972050164;"+";-0.578166189172913;-0.318298739731088;0.101371141332829;"+";NA;"+";NA;NA;0.0218924047626337;NA;NA;NA;NA;NA;NA;NA;10;-89.2107042945143;203.787262247565;10.9444377946398;0.000353647503848538
-0.228593652745929;"+";-0.611676152962093;-0.318573020566249;0.102892360257901;"+";NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;10;-89.2127595835415;203.79137282562;10.948548372694;0.000352921402444133
-0.120158239338893;"+";-0.558352058085123;-0.316785247554858;0.0539512704202799;"+";NA;NA;NA;NA;0.0444061219144576;NA;"+";NA;NA;NA;NA;NA;10;-89.2148828579113;203.795619374359;10.9527949214338;0.000352172848449722
-0.367432430174487;"+";-4.2648776156698;-0.393798592212044;0.252305351177468;"+";"+";"+";NA;NA;1.51501704086916;"+";NA;NA;NA;NA;NA;NA;12;-85.902877341326;203.805754682652;10.9629302297266;0.000350392672721222
-0.0964620295254165;"+";-0.597005928091331;-0.318873967810487;0.0448116724142089;"+";NA;NA;NA;-0.00733441223846997;NA;NA;"+";NA;NA;NA;NA;NA;10;-89.2269158339897;203.819685326516;10.9768608735905;0.000347960555027467
-0.0867665070952534;"+";-0.61112355784984;-0.31760258885215;0.0420631027728389;"+";NA;NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;10;-89.2274495787403;203.820752816017;10.9779283630916;0.000347774882463092
-0.158003834124866;"+";-4.3170788572914;-0.455451049083195;0.214682312231614;"+";"+";NA;NA;NA;0.78964579784834;"+";"+";NA;NA;NA;"+";NA;13;-84.1252192471686;203.829385862758;10.9865614098328;0.000346276939334354
-0.134595367939988;"+";-0.566124090369057;-0.319505614398681;0.039247986140432;"+";NA;NA;NA;-0.0170995993067334;0.0450394038907321;NA;NA;NA;NA;NA;NA;NA;10;-89.2324468513364;203.830747361209;10.9879229082839;0.000346041291793612
-0.0949183508666459;"+";-0.685840947757346;-0.322352273401836;0.0245019143593108;"+";NA;NA;NA;-0.0438105785561466;NA;"+";NA;NA;NA;NA;NA;NA;10;-89.2362338629052;203.838321384347;10.9954969314215;0.000344733307657038
-0.117286526193616;"+";-0.589189139742117;-0.316780611308605;0.0310606178511398;"+";NA;NA;NA;NA;0.0471843926556915;"+";NA;NA;NA;NA;NA;NA;10;-89.2375347275423;203.840923113621;10.9980986606957;0.000344285147848694
-0.0938250631697745;"+";-3.58367803236146;-0.259180922871735;0.179501468927588;NA;"+";"+";NA;0.145405013097331;1.38293620971146;NA;NA;NA;NA;NA;NA;NA;11;-87.6867798882298;203.97355977646;11.130735323534;0.000322193372418439
-0.221195329574179;"+";-3.78991131571882;-0.378326266077969;0.243696319829596;"+";"+";NA;"+";0.147026253323868;1.35807822546547;NA;NA;NA;NA;NA;NA;NA;12;-86.0040036132266;204.008007226453;11.1651827735276;0.00031669151958895
0.193443870517099;"+";-0.332676519310283;NA;-0.166321421086703;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;8;-92.4076060866578;204.164049382618;11.3212249296923;0.00029292221550415
-0.00312384616790334;"+";-0.736578828886623;NA;-0.108073590701753;NA;"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;-92.428207161003;204.205251531308;11.3624270783829;0.000286949437227708
-0.304054341771043;"+";-3.77769784055011;-0.382153536725134;0.266308127791328;"+";"+";NA;NA;0.146852115245297;1.3534946543132;NA;"+";NA;NA;NA;NA;NA;12;-86.1046947329986;204.209389465997;11.3665650130716;0.000286356361950849
-0.0692689903204691;"+";-0.677817593912319;NA;NA;"+";"+";NA;"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;8;-92.4593443134524;204.267525836207;11.4247013832815;0.000278152318212196
0.15629719374129;"+";-0.698878484971822;NA;-0.201869152506578;"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;-92.4781049911073;204.305047191517;11.4622227385914;0.000272982637217766
-0.0602739790686776;"+";-3.43672590759327;-0.377652416987453;0.117920097117862;"+";"+";NA;"+";NA;1.22040886959993;NA;"+";NA;NA;NA;NA;NA;12;-86.1565349615102;204.31306992302;11.4702454700948;0.000271889797371589
-0.303409967638654;"+";-3.76207969907934;-0.384235289655606;0.220935778867894;"+";"+";"+";NA;0.127954943475958;1.34587843647143;NA;NA;NA;NA;NA;NA;NA;12;-86.1856593703797;204.371318740759;11.528494287834;0.000264085369081231
-0.0169275962161668;"+";-0.276574840204851;NA;-0.127665042653163;NA;NA;"+";NA;NA;0.0683660175210438;NA;NA;NA;NA;NA;NA;NA;8;-92.5196234077196;204.388084024742;11.5452595718161;0.000261880888571401
0.520240367530604;"+";NA;NA;-0.354826723711898;"+";NA;NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;8;-92.5211725692812;204.391182347865;11.5483578949392;0.000261475506847082
-0.0858972649192761;"+";-0.4191519764948;NA;NA;"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;8;-92.5228401221068;204.394517453516;11.5516930005904;0.000261039845971536
0.0546051721257846;"+";-0.27485736510478;NA;-0.165044177912654;"+";NA;NA;NA;NA;0.0824760874236779;NA;NA;NA;NA;NA;NA;NA;8;-92.5276451988097;204.404127606922;11.5613031539962;0.000259788538211601
-0.662016335872624;NA;-0.931411941442756;-0.371834006710377;0.34025436010043;"+";NA;NA;NA;NA;-0.496636598496902;"+";"+";NA;NA;NA;"+";NA;11;-87.9132344592777;204.426468918555;11.5836444656299;0.000256902678348636
0.106430075670984;"+";-0.332585414866177;NA;-0.161350499932555;"+";NA;NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;8;-92.5421552300026;204.433147669308;11.590323216382;0.000256046214693239
-0.00457166265493011;"+";-0.336377250804016;NA;-0.122739862674658;"+";NA;"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;-92.5451894979037;204.43921620511;11.5963917521842;0.000255270479372354
0.137027801706088;"+";-0.434012303365482;NA;-0.200651172462725;"+";NA;NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;8;-92.5500360445808;204.448909298464;11.6060848455384;0.000254036292267315
-0.67376987267326;NA;-0.666342492450991;-0.313075342323993;0.272958811314548;"+";NA;NA;NA;-0.0899807908478929;0.144557414311194;"+";NA;NA;NA;NA;NA;NA;10;-89.5520243954617;204.46990244946;11.6270779965345;0.000251383726926981
-0.658431795818726;NA;-0.532373321439269;-0.307949486302446;0.286709562083788;"+";NA;NA;NA;-0.0252473492982974;0.106402852694948;NA;"+";NA;NA;NA;NA;NA;10;-89.5636531830766;204.49316002469;11.6503355717642;0.000248477370409877
-0.650641938460825;NA;-0.534808230045113;-0.304490595254762;0.287298827754389;"+";NA;NA;NA;NA;0.104105523492535;"+";"+";NA;NA;NA;NA;NA;10;-89.5761327658474;204.518119190231;11.6752947373058;0.00024539574519191
0.0677505098296152;"+";NA;NA;-0.0972654881815859;"+";NA;"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;8;-92.631109622891;204.611056455084;11.7682320021588;0.000234253429521283
-0.318020195142588;NA;-0.246056234672918;NA;0.0325978161947016;"+";NA;NA;NA;NA;0.12203771181026;NA;"+";NA;NA;NA;NA;NA;8;-92.6467801763505;204.642397562003;11.7995731090779;0.000230611161344519
-0.651539217711948;NA;-0.618719970594832;-0.308652347383799;0.290335051641948;"+";NA;NA;NA;-0.0186506113830821;NA;"+";"+";NA;NA;NA;NA;NA;10;-89.6432643862382;204.652382431013;11.8095579780875;0.000229462719371452
-0.203856702374334;"+";-0.727111660492509;NA;NA;"+";"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;8;-92.6525282243238;204.65389365795;11.8110692050245;0.000229289399739747
-0.325481654197045;NA;-0.335590636440121;NA;0.00727528740824629;"+";NA;NA;NA;NA;0.138193800618729;"+";NA;NA;NA;NA;NA;NA;8;-92.6639239234189;204.67668505614;11.8338606032145;0.000226691318327565
-0.30989133308574;NA;-0.394716696288631;NA;0.0337286088252816;"+";NA;NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;8;-92.7390475357375;204.826932280777;11.9841078278519;0.000210285398513289
-0.335271869898564;"+";-3.31610087236569;-0.388231639218865;0.272005113504889;"+";"+";"+";"+";NA;1.18493667717528;NA;NA;NA;NA;NA;NA;NA;12;-86.4282225293364;204.856445058673;12.0136206057472;0.000207205128111008
-0.0410539368960805;"+";NA;NA;-0.069072251523507;"+";NA;"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;8;-92.7540802632054;204.856997735713;12.0141732827877;0.000207147877263188
-0.37376893902908;"+";-7.2088399909045;-0.273821128060521;0.322118051496398;NA;"+";"+";NA;0.117766110454637;3.65349012870432;NA;NA;"+";NA;NA;NA;NA;12;-86.4519492480321;204.903898496064;12.0610740431386;0.000202346695577014
-0.391960891056817;"+";-3.32317877681231;-0.391259419912886;0.273042668472196;"+";"+";"+";NA;NA;1.18595311565497;NA;"+";NA;NA;NA;NA;NA;12;-86.5070570595908;205.014114119182;12.1712896662561;0.000191497495344678
-0.745352098434392;"+";-7.74805366863499;-0.408748016989504;0.520400035357253;"+";"+";"+";NA;NA;3.93932463934124;NA;"+";"+";NA;NA;NA;NA;13;-84.7731203470892;205.125188062599;12.2823636096739;0.000181152235467311
-0.635133993314955;"+";-7.46930226485931;-0.406619074046824;0.386824655139779;"+";"+";"+";NA;NA;3.58970451537402;"+";NA;"+";NA;NA;NA;NA;13;-84.7792043285894;205.1373560256;12.2945315726743;0.000180053454488843
-0.608036346130091;"+";-7.48474691216888;-0.403734935919342;0.439962665271528;"+";"+";"+";"+";NA;3.76913071059123;NA;NA;"+";NA;NA;NA;NA;13;-84.7957683289306;205.170484026282;12.3276595733566;0.00017709561347435
-0.597757548764448;"+";-7.4560942952904;-0.400982631749307;0.37058169814004;"+";"+";"+";NA;0.0991186670402756;3.65950658754243;NA;NA;"+";NA;NA;NA;NA;13;-84.8277531475156;205.234453663452;12.3916292105267;0.00017152087121702
-0.0885022233878494;"+";-1.98798050400686;NA;-0.0609285384399263;"+";"+";NA;NA;NA;0.824034108742124;NA;NA;NA;NA;NA;NA;NA;9;-91.5200574822691;205.325829250252;12.4830047973269;0.000163860779835521
-0.0979685590099348;"+";-1.95586367700722;NA;-0.0777480955130286;NA;"+";"+";NA;NA;0.802830867980916;NA;NA;NA;NA;NA;NA;NA;9;-91.5462006480861;205.378115581886;12.5352911289609;0.00015963245205796
-0.082452616795209;"+";NA;-0.274074899693479;0.0548074711829504;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;10;-90.0317431972758;205.429340053088;12.5865156001627;0.000155595822304619
-0.00888755773989523;"+";-1.24319351781255;-0.210906841650367;0.116315943804635;NA;"+";"+";NA;0.0321376198016468;NA;NA;NA;NA;NA;NA;NA;NA;10;-90.1338397072131;205.633533072963;12.7907086200373;0.000140494065929483
0.288479177651869;"+";-1.42200941946517;-0.326073597640939;-0.0974665977822935;"+";"+";NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;11;-88.5447735449434;205.689547089887;12.8467226369612;0.000136613837858197
-0.196862524008578;"+";-1.43834998143375;-0.340229344723785;0.191219257375087;"+";"+";"+";"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;11;-88.5543155621817;205.708631124363;12.8658066714378;0.000135316465879063
-0.268538006026899;"+";-1.43420244714147;-0.343412487769093;0.208780987171272;"+";"+";"+";NA;NA;NA;NA;"+";NA;NA;NA;NA;NA;11;-88.6229547753367;205.845909550673;13.0030850977479;0.000126340041462096
0.140640440527055;"+";-1.29941389810761;-0.326954480980523;NA;"+";"+";NA;"+";0.108575989777748;NA;"+";NA;NA;NA;NA;NA;NA;11;-88.6451532936464;205.890306587293;13.0474821343673;0.000123566379232512
-0.236955224927641;"+";-1.47248284024358;-0.341831776873026;0.162209306466179;"+";"+";"+";NA;0.0153914738568007;NA;NA;NA;NA;NA;NA;NA;NA;11;-88.6592643279667;205.918528655933;13.0757042030078;0.000121834974500001
-0.247880540063347;"+";-1.45712117937519;-0.343376669997675;0.167098742194179;"+";"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;11;-88.6639920987856;205.927984197571;13.0851597446457;0.000121260326136085
0.0945142824990083;"+";-1.39449331954779;-0.332286240963802;0.014563927151601;"+";"+";NA;"+";0.0288183933392389;NA;NA;NA;NA;NA;NA;NA;NA;11;-88.6973222454736;205.994644490947;13.1518200380217;0.000117285313534621
0.0621843057944134;"+";-1.34474362485871;-0.335969334503292;0.0253963793573302;"+";"+";NA;"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;11;-88.7132461666241;206.026492333248;13.1836678803228;0.000115432462925591
0.0244535171975582;"+";-1.38982570126292;-0.335800519209195;0.0277613425608489;"+";"+";NA;NA;0.0259091220169009;NA;NA;"+";NA;NA;NA;NA;NA;11;-88.7694493140603;206.138898628121;13.2960741751951;0.000109123740788336
0.00919420152963381;"+";-1.33065825646346;-0.335863570337552;0.013350152118268;"+";"+";NA;NA;0.0674093854797282;NA;"+";NA;NA;NA;NA;NA;NA;11;-88.7708204611549;206.14164092231;13.2988164693842;0.000108974218620076
0.00063625406901792;"+";-1.34997749519623;-0.338885606649161;0.0331830795832265;"+";"+";NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;11;-88.7818443411542;206.163688682308;13.3208642293828;0.00010777949724265
0.105884108007959;"+";-1.03026000848366;-0.398067181061836;0.00101999191907715;"+";NA;NA;NA;NA;-0.660515411003864;"+";"+";NA;NA;NA;"+";NA;12;-87.0874270098072;206.174854019614;13.3320295666889;0.000107179476438981
0.372248584860976;"+";-3.27047690832015;-0.424622171581592;-0.0627764116198598;"+";"+";NA;"+";NA;NA;"+";"+";NA;"+";NA;NA;NA;13;-85.3137017150313;206.206350798484;13.3635263455581;0.000105504793694255
-0.0371317198605418;"+";-0.478777305045336;-0.202293866515506;0.0754085059035082;NA;NA;"+";NA;0.00259505031933211;0.0772485726163853;NA;NA;NA;NA;NA;NA;NA;10;-90.4331454086698;206.232144475876;13.3893200229507;0.000104152852013997
0.561573058111691;"+";-0.458854609387483;NA;-0.36589744058828;"+";NA;NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;9;-92.0111505070667;206.308015299848;13.4651908469222;0.000100275774868626
0.219487788722983;"+";-3.27434606425865;-0.42640755966077;0.0748188640204301;"+";"+";NA;"+";0.197361411037053;NA;"+";NA;NA;"+";NA;NA;NA;13;-85.370334094338;206.319615557097;13.4767911041716;9.96958459334593e-05
0.204770275739226;"+";-0.658569913659509;-0.308612160238209;-0.092366097535075;"+";NA;NA;"+";-0.0330639708586212;NA;NA;"+";NA;NA;NA;NA;NA;11;-88.9768915413437;206.553783082687;13.7109586297618;8.86805199229756e-05
0.100582202700861;"+";-0.645023207306473;-0.305924266082433;-0.0246686820512491;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;11;-88.9809768351852;206.56195367037;13.7191292174448;8.83189729567122e-05
0.18031738061402;"+";-0.61865846674815;-0.303643659726262;-0.0785561630623848;"+";NA;NA;"+";NA;0.0467583044053673;NA;"+";NA;NA;NA;NA;NA;11;-88.9825393233078;206.565078646616;13.72225419369;8.81810833639457e-05
0.207936551380441;"+";-0.603146543681751;-0.305464084613641;-0.0902847675021474;"+";NA;NA;"+";NA;NA;"+";"+";NA;NA;NA;NA;NA;11;-88.9844757293494;206.568951458699;13.7261270057733;8.80104941996091e-05
-0.0802643161649978;"+";-3.34063956924015;-0.435680162090359;0.210528845541575;"+";"+";"+";"+";NA;NA;"+";NA;NA;"+";NA;NA;NA;13;-85.5160319619168;206.611011292255;13.7681868393291;8.61789667658115e-05
-0.322582216233873;"+";-5.29521429524147;NA;0.0293664110128479;NA;"+";"+";NA;NA;2.87140430325965;NA;NA;"+";NA;NA;NA;NA;10;-90.6936459041358;206.753145466808;13.9103210138826;8.02670383676352e-05
-0.181411587526494;"+";-0.562703483666269;-0.314653226054946;0.12439526126426;"+";NA;"+";"+";NA;0.0198828336579843;NA;NA;NA;NA;NA;NA;NA;11;-89.1069984459335;206.813996891867;13.9711724389415;7.78616351449152e-05
-0.175239222764727;"+";-0.60404944351567;-0.314672800993141;0.125483884134192;"+";NA;"+";"+";NA;NA;"+";NA;NA;NA;NA;NA;NA;11;-89.1072391807395;206.814478361479;13.9716539085534;7.78428933952745e-05
-0.183756464301306;"+";-0.57797075735455;-0.315810339780251;0.128036198418688;"+";NA;"+";"+";-0.00421842950031648;NA;NA;NA;NA;NA;NA;NA;NA;11;-89.1089837830044;206.817967566009;13.9751431130834;7.77072069010412e-05
0.0242485888638408;"+";-4.99581342783729;-0.44645027743753;0.141509124065874;"+";"+";NA;"+";NA;1.12501780937896;"+";"+";NA;"+";NA;NA;NA;14;-83.7513950602764;206.854141471904;14.0113170189786;7.63143545050296e-05
-0.048020451688765;"+";-0.579782032456609;-0.312899120034024;0.0409240337720633;"+";NA;NA;"+";NA;0.0504783453536976;"+";NA;NA;NA;NA;NA;NA;11;-89.1427863425127;206.885572685025;14.0427482320999;7.51244030304109e-05
-0.0587423500319676;"+";-0.555799375624031;-0.314233438245723;0.0453189168501962;"+";NA;NA;"+";-0.00464715660688228;0.0457837761833532;NA;NA;NA;NA;NA;NA;NA;11;-89.1445648841861;206.889129768372;14.0463053154467;7.49909098956734e-05
-0.025896759183275;"+";-0.634271526661969;-0.316252731086633;0.032368520776754;"+";NA;NA;"+";-0.0165750494056212;NA;"+";NA;NA;NA;NA;NA;NA;11;-89.1564902608716;206.912980521743;14.0701560688176;7.41019263147292e-05
0.24057887061887;"+";-0.676918951661838;NA;-0.180423566424199;"+";"+";NA;"+";NA;NA;NA;NA;NA;NA;NA;NA;NA;9;-92.318759223089;206.923232731892;14.0804082789668;7.37230439791993e-05
-0.248309310068187;"+";-0.607617222610893;-0.317794140345463;0.143175066966812;"+";NA;"+";NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;11;-89.1745887971346;206.949177594269;14.1063531413436;7.27728533306976e-05
-0.254070868816549;"+";-0.560542300665972;-0.317969704834943;0.140485782793039;"+";NA;"+";NA;NA;0.0186477424519808;NA;"+";NA;NA;NA;NA;NA;11;-89.1761154323946;206.952230864789;14.1094064118637;7.26618404864494e-05
